step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
62,22072,248,1.4202095516643254,0.0,0.41843971631205673
63,22332,252,1.3090212963783372,0.0,0.47794117647058826
64,22816,256,1.3388096405253929,0.0,0.4092827004219409
65,23428,260,1.0359362290091323,0.0,0.5120274914089347
66,23720,264,1.0605783372381576,0.0,0.5578231292517006
67,24108,268,1.5151472155341497,0.0,0.4605263157894737
68,24432,272,1.6672852672648404,0.0,0.42162162162162165
69,24756,276,1.317775169753904,0.0,0.3971631205673759
70,25112,280,1.402670490573354,0.0,0.5048076923076923
71,25404,284,1.4237600590260646,0.0,0.5113636363636364
72,25824,288,1.2655577777341793,0.0,0.5098039215686274
73,26212,292,1.190725903556901,0.0,0.3939393939393939
74,26568,296,1.2886084981514343,0.0,0.4375
75,26924,300,1.9060657056002457,0.0,0.4423076923076923
76,27184,304,1.9143757079650094,0.0,0.45263157894736844
77,27540,308,1.104389323010354,0.0,0.5739910313901345
78,27864,312,1.2955648223012322,0.0,0.40764331210191085
79,28156,316,1.65731862687366,0.0,0.45348837209302323
80,28480,320,1.586158429321901,0.0,0.45595854922279794
81,28708,324,1.5108078924884178,0.0,0.3826086956521739
82,29096,328,1.8043133464917853,0.0,0.4777777777777778
83,29452,332,1.8287188702353554,0.0,0.3588516746411483
84,29936,336,1.333558158912171,0.0,0.4790874524714829
85,30388,340,0.8842276197098065,0.0,0.5151515151515151
86,30680,344,1.39895688221089,0.0,0.5
87,31036,348,1.1854864507988216,0.0,0.5373134328358209
88,31392,352,1.9195025405814385,0.0,0.4798387096774194
89,31716,356,1.3660984855879121,0.0,0.42528735632183906
90,32168,360,1.161642764456492,0.0,0.4444444444444444
91,32428,364,1.533361001037822,0.0,0.42038216560509556
92,32976,368,1.002656841818483,0.0,0.5
93,33396,372,1.6181857993796598,0.0,0.42231075697211157
94,33752,376,1.6706790697824216,0.0,0.41379310344827586
95,34108,380,1.3832013540092503,0.0,0.5178571428571429
96,34400,384,1.225397704013008,0.0,0.5220125786163522
97,34788,388,1.538571832896615,0.0,0.3532608695652174
98,35144,392,1.4945362008682272,0.0,0.4727272727272727
99,35372,396,1.4302400916692126,0.0,0.49230769230769234
100,35792,400,1.3619977551222038,0.0,0.48497854077253216
101,36084,404,1.4930413702461696,0.0,0.4772727272727273
102,36536,408,1.0205509416473413,0.0,0.5141509433962265
103,36892,412,1.4002330110268841,0.0,0.44385026737967914
104,37312,416,1.3455521532700745,0.0,0.47577092511013214
105,37668,420,1.7606585234862542,0.0,0.4055299539170507
106,37960,424,1.6562505305885962,0.0,0.3872832369942196
107,38444,428,1.2108258088325878,0.0,0.49794238683127573
108,38896,432,0.9701527733646319,0.0,0.5365853658536586
109,39220,436,1.265414756942031,0.0,0.42857142857142855
110,39544,440,1.6566178959804438,0.0,0.455026455026455
111,39868,444,1.6552261794685923,0.0,0.42
112,40320,448,1.3959148975639788,0.0,0.36683417085427134
113,40580,452,1.2401624855319415,0.0,0.5153374233128835
114,40840,456,1.6119858012182795,0.0,0.43670886075949367
115,41068,460,1.744581199328334,0.0,0.45806451612903226
116,41424,464,1.5177169286331031,0.0,0.48484848484848486
117,41844,468,2.1763920895806828,0.0,0.4019933554817276
118,42200,472,1.373838591093782,0.0,0.5024154589371981
119,42524,476,0.9965082678227264,0.0,0.5104895104895105
120,42848,480,1.4667737480131837,0.0,0.5158371040723982
121,43332,484,1.2256327082336032,0.0,0.4956521739130435
122,43720,488,1.0495059846426287,0.0,0.47058823529411764
123,44012,492,1.2840207121259755,0.0,0.42567567567567566
124,44272,496,1.6572240527170277,0.0,0.4972067039106145
125,44724,500,1.2753287895843708,0.0,0.48412698412698413
126,45208,504,1.3310344284521056,0.0,0.49070631970260226
127,45564,508,1.1125398068989696,0.0,0.49444444444444446
128,45984,512,1.4370182324202658,0.0,0.4691358024691358
129,46340,516,1.5177181096753587,0.0,0.48868778280542985
130,46664,520,1.4300007421108485,0.0,0.5073891625615764
131,47020,524,1.546189849653256,0.0,0.4419642857142857
132,47312,528,1.361864085853531,0.0,0.44966442953020136
133,47764,532,1.0194080881059462,0.0,0.592741935483871
134,48184,536,0.9829737017516484,0.0,0.5154639175257731
135,48476,540,1.8011903678794718,0.0,0.3723404255319149
136,48896,544,1.494332033941415,0.0,0.46360153256704983
137,49316,548,1.2285345661763278,0.0,0.49122807017543857
138,49704,552,1.2366706216311922,0.0,0.46511627906976744
139,50060,556,1.5692213145332077,0.0,0.49295774647887325
140,50576,560,1.2054995390959329,0.0,0.48034934497816595
141,50964,564,1.4908380958222027,0.0,0.47297297297297297
142,51256,568,1.1395795127187272,0.0,0.4966442953020134
143,51548,572,1.6682589809909263,0.0,0.4577114427860697
144,51904,576,1.694916301835392,0.0,0.49099099099099097
145,52324,580,1.4093946026988473,0.0,0.49777777777777776
146,52680,584,1.5321453103134823,0.0,0.4520547945205479
147,53196,588,0.9526096558534443,0.0,0.4854368932038835
148,53552,592,1.3572668505257786,0.0,0.5411255411255411
149,53876,596,1.5932002204154543,0.0,0.4925373134328358
150,54168,600,1.4152970821992434,0.0,0.4645161290322581
151,54524,604,1.3814889386369609,0.0,0.507537688442211
152,54880,608,1.2741164188875918,0.0,0.4708994708994709
153,55268,612,1.5018402077955806,0.0,0.4811715481171548
154,55976,616,1.0937250872444584,0.0,0.48606811145510836
155,56268,620,1.347271392562725,0.0,0.4064516129032258
156,56592,624,1.4973966225046969,0.0,0.5048543689320388
157,57076,628,1.036425786934066,0.0,0.47417840375586856
158,57400,632,1.4134972253092457,0.0,0.49056603773584906
159,57820,636,1.4733307022769693,0.0,0.49049429657794674
160,58144,640,1.762079603918279,0.0,0.4329896907216495
161,58500,644,1.4487094479717733,0.0,0.44387755102040816
162,58760,648,1.3133734734666316,0.0,0.45390070921985815
163,59116,652,1.4394886771593263,0.0,0.4438202247191011
164,59632,656,1.2112533463307216,0.0,0.5189393939393939
165,59860,660,1.2478775874267076,0.0,0.4166666666666667
166,60152,664,1.0321744008070182,0.0,0.4632352941176471
167,60540,668,1.014768686208008,0.0,0.546875
168,60832,672,1.3868119884043333,0.0,0.48214285714285715
169,61220,676,1.5065043935637856,0.0,0.4979757085020243
170,61576,680,1.445266869221349,0.0,0.47596153846153844
171,61932,684,1.7838459875220494,0.0,0.4605263157894737
172,62288,688,1.5584896574682154,0.0,0.5128205128205128
173,62548,692,1.2472176414665068,0.0,0.48412698412698413
174,62904,696,1.396852040973618,0.0,0.5064935064935064
175,63324,700,0.8928377952464227,0.0,0.5491329479768786
176,63744,704,1.2945588316202832,0.0,0.5341880341880342
177,64068,708,1.2226354153862857,0.0,0.5393939393939394
178,64456,712,1.4024689478558168,0.0,0.4784688995215311
179,65132,716,0.8037287142886937,0.0,0.5836177474402731
180,65456,720,1.4350026416782602,0.0,0.4444444444444444
181,65876,724,1.097914088228912,0.0,0.4861878453038674
182,66232,728,0.9976970740489463,0.0,0.5
183,66492,732,1.4537887451711096,0.0,0.39072847682119205
184,66880,736,1.889517603598829,0.0,0.43911439114391143
185,67300,740,1.72028342172322,0.0,0.3665338645418327
186,67656,744,1.159737282480045,0.0,0.5079365079365079
187,68140,748,0.9332340790571714,0.0,0.5309734513274337
188,68528,752,1.1873776898067188,0.0,0.49
189,68916,756,1.2463177420444642,0.0,0.44554455445544555
190,69304,760,1.618384755240334,0.0,0.4942528735632184
191,69692,764,1.3769413858531852,0.0,0.4694835680751174
192,70048,768,1.3946739929919734,0.0,0.5066079295154186
193,70372,772,1.3244298941618782,0.0,0.4506172839506173
194,70824,776,1.1219287536165652,0.0,0.48148148148148145
195,71180,780,1.2833702034391907,0.0,0.5074626865671642
196,71568,784,1.2635348483860753,0.0,0.44502617801047123
197,71828,788,1.5464940167015129,0.0,0.5029940119760479
198,72376,792,1.1997039307435877,0.0,0.4749034749034749
199,72732,796,1.3574527436284303,0.0,0.4835680751173709
200,72960,800,1.5502550933452064,0.0,0.48951048951048953
201,73380,804,1.2019051208886284,0.0,0.40512820512820513
202,73704,808,1.4887934519592254,0.0,0.40718562874251496
203,73996,812,1.2951864437562268,0.0,0.48
204,74384,816,1.4002561527817452,0.0,0.43523316062176165
205,74644,820,1.5186462426731044,0.0,0.48823529411764705
206,74936,824,1.3035746422024674,0.0,0.5485714285714286
207,75196,828,1.1511393665601908,0.0,0.5230769230769231
208,75584,832,1.3992101523031912,0.0,0.4744186046511628
209,75940,836,1.3618771819892408,0.0,0.5025380710659898
210,76456,840,1.1580888328031858,0.0,0.5
211,76844,844,0.9326651265169362,0.0,0.5163043478260869
212,77168,848,1.3859874770349387,0.0,0.51010101010101
213,77428,852,1.500229738307937,0.0,0.43312101910828027
214,77752,856,1.3946079769796582,0.0,0.47058823529411764
215,78012,860,1.2575507377824635,0.0,0.5064102564102564
216,78432,864,1.332567631387091,0.0,0.4592274678111588
217,78756,868,1.1524381885359818,0.0,0.4583333333333333
218,79016,872,1.4487653590690137,0.0,0.48427672955974843
219,79468,876,1.4896596438326541,0.0,0.4849624060150376
220,80016,880,0.9838486238390846,0.0,0.4855769230769231
221,80340,884,1.6280329519870247,0.0,0.4719626168224299
222,80664,888,1.779006925077427,0.0,0.4488888888888889
223,80924,892,1.119794783822773,0.0,0.5909090909090909
224,81344,896,1.301308027772039,0.0,0.49107142857142855
225,81732,900,1.9722832394472667,0.0,0.4878048780487805
226,82248,904,1.3527504215931856,0.0,0.47580645161290325
227,82572,908,1.4537225705831207,0.0,0.47540983606557374
228,82960,912,0.7316500653400279,0.0,0.5870967741935483
229,83380,916,1.5714130905813826,0.0,0.46387832699619774
230,83768,920,1.1776036655071962,0.0,0.5121951219512195
231,84028,924,1.7258683299723947,0.0,0.42073170731707316
232,84416,928,1.4984024090846917,0.0,0.49145299145299143
233,84772,932,1.4120974191035633,0.0,0.4766355140186916
234,85000,936,1.4622017432978052,0.0,0.5225806451612903
235,85292,940,1.47077788700912,0.0,0.5054347826086957
236,85648,944,1.4069788114073114,0.0,0.4807692307692308
237,85972,948,1.5554266591093384,0.0,0.49514563106796117
238,86328,952,1.422303088237358,0.0,0.5021645021645021
239,86876,956,1.1263647194128772,0.0,0.5650557620817844
240,87200,960,1.8520870619224645,0.0,0.47577092511013214
241,87588,964,1.2441017684799955,0.0,0.47297297297297297
242,88072,968,0.9651296826353938,0.0,0.5
243,88556,972,1.103911429255873,0.0,0.4881516587677725
244,88944,976,1.061746493574652,0.0,0.536697247706422
245,89300,980,1.4674210922861144,0.0,0.5209302325581395
246,89688,984,0.892014480025864,0.0,0.5696969696969697
247,90108,988,1.2733350408162005,0.0,0.4772727272727273
248,90592,992,0.9426972956458914,0.0,0.4766355140186916
249,90916,996,1.0221356399055486,0.0,0.5609756097560976
250,91400,1000,1.111643753644557,0.0,0.5515873015873016
251,91820,1004,1.2438828012949545,0.0,0.4778761061946903
252,92272,1008,0.9979710750614178,0.0,0.5490196078431373
253,92564,1012,1.8186909287911195,0.0,0.44554455445544555
254,92824,1016,1.2023219656999584,0.0,0.4583333333333333
255,93116,1020,1.1166635683552897,0.0,0.5838150289017341
256,93568,1024,1.3692143710920117,0.0,0.47126436781609193
257,93956,1028,1.3026438225787964,0.0,0.46634615384615385
258,94472,1032,1.2023962568661035,0.0,0.46122448979591835
259,94828,1036,1.2796835059459624,0.0,0.5051546391752577
260,95248,1040,1.1028149916262338,0.0,0.5057471264367817
261,95700,1044,1.121812253766723,0.0,0.5333333333333333
262,96024,1048,1.4157313565033935,0.0,0.4514285714285714
263,96284,1052,1.5518128960484796,0.0,0.44666666666666666
264,96704,1056,1.080687858981401,0.0,0.43386243386243384
265,96932,1060,1.2454100678043751,0.0,0.5244755244755245
266,97288,1064,1.2728042140962044,0.0,0.4816753926701571
267,97516,1068,1.475790499154261,0.0,0.4603174603174603
268,97904,1072,1.7064392331276548,0.0,0.44621513944223107
269,98164,1076,1.68167171539549,0.0,0.4146341463414634
270,98488,1080,1.2359615499755605,0.0,0.546448087431694
271,98908,1084,1.533615947506384,0.0,0.46360153256704983
272,99360,1088,1.5001932749237734,0.0,0.4496124031007752
273,99780,1092,1.7070654366044704,0.0,0.3917910447761194
274,100136,1096,1.349859217635122,0.0,0.463768115942029
275,100620,1100,1.2061136723890216,0.0,0.48945147679324896
276,101008,1104,0.9153432825208817,0.0,0.484472049689441
277,101460,1108,1.328634761022997,0.0,0.5421686746987951
278,101880,1112,1.2899224302464825,0.0,0.47297297297297297
279,102300,1116,1.3806362136966528,0.0,0.4980237154150198
280,102656,1120,1.2986707358444924,0.0,0.4416243654822335
281,102884,1124,1.3086727599896129,0.0,0.4672131147540984
282,103112,1128,1.2775762914313329,0.0,0.4838709677419355
283,103532,1132,1.1893736493468343,0.0,0.47474747474747475
284,103888,1136,1.3852667024329857,0.0,0.48095238095238096
285,104212,1140,1.5700034815238237,0.0,0.5092592592592593
286,104536,1144,1.5773192820686126,0.0,0.48333333333333334
287,104796,1148,1.4918610682971656,0.0,0.49707602339181284
288,105120,1152,0.9660390713618907,0.0,0.6
289,105380,1156,1.1831712906359257,0.0,0.5875
290,105640,1160,1.233097289303139,0.0,0.44966442953020136
291,105868,1164,1.0259781537817798,0.0,0.5819672131147541
292,106288,1168,1.1995469720559784,0.0,0.4694835680751174
293,106708,1172,1.171606444235159,0.0,0.49074074074074076
294,107192,1176,1.214364305561098,0.0,0.42342342342342343
295,107548,1180,0.9015223864595943,0.0,0.5574712643678161
296,107904,1184,1.7201262301998297,0.0,0.48412698412698413
297,108292,1188,1.3810940969068135,0.0,0.484375
298,108712,1192,1.5570976862618198,0.0,0.5202952029520295
299,109036,1196,1.3399347905635843,0.0,0.49489795918367346
300,109392,1200,1.260857728862245,0.0,0.5414847161572053
301,109716,1204,1.1948543776951452,0.0,0.4782608695652174
302,110104,1208,1.1867311429155833,0.0,0.5
303,110620,1212,1.286310210516806,0.0,0.5516129032258065
304,110912,1216,1.681138044125721,0.0,0.4948453608247423
305,111236,1220,1.1753367270872288,0.0,0.4911242603550296
306,111464,1224,1.250097298079576,0.0,0.4434782608695652
307,111884,1228,1.5432774396333906,0.0,0.4322033898305085
308,112240,1232,1.555046890620894,0.0,0.4811320754716981
309,112628,1236,0.9641576445980778,0.0,0.5116279069767442
310,113144,1240,1.1570975093895617,0.0,0.4834710743801653
311,113468,1244,1.0770160013409558,0.0,0.5402298850574713
312,113856,1248,1.1604002757707084,0.0,0.5616438356164384
313,114116,1252,1.3833214322927152,0.0,0.49382716049382713
314,114504,1256,1.2603082314600806,0.0,0.5622119815668203
315,114956,1260,1.0279451841759901,0.0,0.48372093023255813
316,115408,1264,1.0089669141117883,0.0,0.49743589743589745
317,115924,1268,1.3311638940959016,0.0,0.4828767123287671
318,116248,1272,1.073270225451375,0.0,0.484472049689441
319,116700,1276,1.0597219824738198,0.0,0.5299539170506913
320,117056,1280,1.7694804947772456,0.0,0.43373493975903615
321,117540,1284,1.4750410244036556,0.0,0.5157894736842106
322,117896,1288,1.2576940742170633,0.0,0.4742268041237113
323,118348,1292,1.4231398021495651,0.0,0.49230769230769234
324,118736,1296,1.256708815061316,0.0,0.5120772946859904
325,119060,1300,0.8552634071435659,0.0,0.54421768707483
326,119480,1304,1.1934487966774998,0.0,0.48695652173913045
327,119740,1308,1.4830098811566006,0.0,0.45652173913043476
328,120160,1312,1.0355508441780805,0.0,0.4745762711864407
329,120516,1316,1.2702646392128893,0.0,0.4885057471264368
330,120840,1320,1.1847009560030914,0.0,0.519774011299435
331,121324,1324,1.3515767951262279,0.0,0.45188284518828453
332,121552,1328,1.2731460161690067,0.0,0.46218487394957986
333,121972,1332,1.4720138785296324,0.0,0.4712230215827338
334,122328,1336,1.30735489152615,0.0,0.4101123595505618
335,122652,1340,1.1867480606814431,0.0,0.5287958115183246
336,122976,1344,1.444559657592435,0.0,0.48823529411764705
337,123364,1348,1.238249238495987,0.0,0.4729064039408867
338,123784,1352,1.1908509344150982,0.0,0.4682926829268293
339,124108,1356,0.9037935221861012,0.0,0.4369747899159664
340,124464,1360,1.026816562855023,0.0,0.5
341,124820,1364,1.167222423224623,0.0,0.49714285714285716
342,125272,1368,1.2520438266141467,0.0,0.4605263157894737
343,125532,1372,1.0935892242707745,0.0,0.5
344,125952,1376,1.2510220257166904,0.0,0.4558139534883721
345,126340,1380,1.3624546850556474,0.0,0.4079601990049751
346,126632,1384,1.1865696869968916,0.0,0.5217391304347826
347,127148,1388,1.341616079098621,0.0,0.5109717868338558
348,127632,1392,1.4337002515219168,0.0,0.5016393442622951
349,127892,1396,1.4295077247514725,0.0,0.46153846153846156
350,128216,1400,1.0683880131323575,0.0,0.5283018867924528
351,128476,1404,1.1288926436300288,0.0,0.4796747967479675
352,128896,1408,1.072951543389486,0.0,0.5
353,129156,1412,1.1977712542907921,0.0,0.49324324324324326
354,129640,1416,1.2443499262094873,0.0,0.5122950819672131
355,130060,1420,1.1217134281673884,0.0,0.5657894736842105
356,130352,1424,1.124757235786158,0.0,0.5
357,130740,1428,1.0329360369470948,0.0,0.53125
358,131064,1432,1.2025621715101842,0.0,0.5129533678756477
359,131292,1436,1.397390334213981,0.0,0.5038759689922481
360,131744,1440,1.1696757431336027,0.0,0.4909090909090909
361,132292,1444,1.1855394667219155,0.0,0.5551724137931034
362,132680,1448,1.7002513784962503,0.0,0.5067114093959731
363,132908,1452,1.2488009947013727,0.0,0.4603174603174603
364,133328,1456,1.148241201334625,0.0,0.5555555555555556
365,133620,1460,1.1469191203099438,0.0,0.49673202614379086
366,133848,1464,1.1800480440760346,0.0,0.5128205128205128
367,134076,1468,1.4797881702695717,0.0,0.4420289855072464
368,134336,1472,1.6502092231632606,0.0,0.5
369,134980,1476,1.129398412475155,0.0,0.5074183976261127
370,135368,1480,1.385057485912747,0.0,0.5254237288135594
371,135788,1484,1.242791384165168,0.0,0.5188284518828452
372,136240,1488,1.1750801822504908,0.0,0.5533596837944664
373,136660,1492,1.6230281881783202,0.0,0.48616600790513836
374,136984,1496,1.0939012466020177,0.0,0.515527950310559
375,137468,1500,0.8957254375291692,0.0,0.5742574257425742
376,137888,1504,1.3093041948734165,0.0,0.49321266968325794
377,138212,1508,0.9975963211680676,0.0,0.5340909090909091
378,138600,1512,1.3835130561704008,0.0,0.46226415094339623
379,138988,1516,1.4442249412202408,0.0,0.47115384615384615
380,139408,1520,0.9900848615455806,0.0,0.4476744186046512
381,139828,1524,1.3158205186505256,0.0,0.497907949790795
382,140120,1528,1.2133616985621392,0.0,0.5157232704402516
383,140444,1532,0.9943029438506784,0.0,0.576271186440678
384,140768,1536,0.8921323419738355,0.0,0.5751633986928104
385,141188,1540,1.572478341509843,0.0,0.47388059701492535
386,141576,1544,1.5439613645216863,0.0,0.5020242914979757
387,141900,1548,0.9724877572118386,0.0,0.5535714285714286
388,142256,1552,1.018889137972611,0.0,0.5418994413407822
389,142740,1556,1.2471763332233459,0.0,0.49206349206349204
390,143192,1560,1.0618994003071007,0.0,0.5866141732283464
391,143740,1564,1.1670170222121647,0.0,0.47126436781609193
392,144096,1568,1.8791937612269907,0.0,0.4380165289256198
393,144388,1572,1.343085390278995,0.0,0.46835443037974683
394,144616,1576,1.4769653433459802,0.0,0.48322147651006714
395,144940,1580,1.4659212218360753,0.0,0.47474747474747475
396,145328,1584,0.9187909801483981,0.0,0.5406976744186046
397,145780,1588,1.2561987338387006,0.0,0.556420233463035
398,146104,1592,1.2825035037376775,0.0,0.5497382198952879
399,146556,1596,0.84379179063995,0.0,0.5251396648044693
400,147008,1600,1.315299417779066,0.0,0.5371024734982333
401,147332,1604,1.3884413882567515,0.0,0.4696132596685083
402,147592,1608,1.1443220848017197,0.0,0.5503355704697986
403,148140,1612,1.1219659004119191,0.0,0.5415162454873647
404,148400,1616,1.496563933387506,0.0,0.5025906735751295
405,148948,1620,1.3777662656545273,0.0,0.5681159420289855
406,149208,1624,1.1481049188613968,0.0,0.5424836601307189
407,149596,1628,1.0470639364988166,0.0,0.5294117647058824
408,149984,1632,1.3157696171411,0.0,0.5065502183406113
409,150372,1636,1.1596031880565014,0.0,0.5050505050505051
410,150920,1640,1.0687809120706993,0.0,0.5503597122302158
411,151180,1644,1.3468757339358488,0.0,0.4357142857142857
412,151568,1648,1.158416514601716,0.0,0.4858490566037736
413,151924,1652,1.214049616484633,0.0,0.4898989898989899
414,152248,1656,1.4101516557151061,0.0,0.5392156862745098
415,152540,1660,1.5197002707781817,0.0,0.5172413793103449
416,152864,1664,1.5681770320274264,0.0,0.46078431372549017
417,153188,1668,1.201091074441659,0.0,0.5227272727272727
418,153544,1672,1.1767769163886377,0.0,0.5260416666666666
419,153932,1676,0.9471011447318266,0.0,0.4878048780487805
420,154288,1680,1.3254351770079988,0.0,0.4583333333333333
421,154612,1684,0.9591942798171317,0.0,0.5911949685534591
422,155128,1688,1.1804712805139048,0.0,0.51985559566787
423,155484,1692,1.2137114223294767,0.0,0.5
424,156000,1696,0.8636508502321871,0.0,0.515
425,156324,1700,0.9962559318318563,0.0,0.5208333333333334
426,156680,1704,1.3394540199158078,0.0,0.45930232558139533
427,157004,1708,0.8345193265875132,0.0,0.5179856115107914
428,157360,1712,1.4587096374887578,0.0,0.5461847389558233
429,157812,1716,1.359143869971683,0.0,0.488
430,158200,1720,1.322931136458039,0.0,0.5346938775510204
431,158460,1724,1.1640815492176033,0.0,0.54421768707483
432,158880,1728,1.3379675627794076,0.0,0.5575539568345323
433,159204,1732,1.1262377513690374,0.0,0.4866666666666667
434,159528,1736,1.4030610729881245,0.0,0.51010101010101
435,159852,1740,1.2430491692413441,0.0,0.5618556701030928
436,160176,1744,0.9376933269854671,0.0,0.5138888888888888
437,160564,1748,1.4701808269133292,0.0,0.5375
438,160888,1752,1.2429949270225154,0.0,0.5572139303482587
439,161148,1756,1.063685665437033,0.0,0.5277777777777778
440,161568,1760,1.1812130467576858,0.0,0.5158371040723982
441,161892,1764,1.1975521327198768,0.0,0.5409836065573771
442,162440,1768,0.9116734244334298,0.0,0.5265486725663717
443,162700,1772,1.504082918280809,0.0,0.4189189189189189
444,163024,1776,1.4986840385899942,0.0,0.510989010989011
445,163348,1780,1.4831967911321307,0.0,0.5311004784688995
446,163768,1784,1.1493926770387168,0.0,0.4855769230769231
447,164156,1788,1.102534384952646,0.0,0.5806451612903226
448,164544,1792,1.637202492650559,0.0,0.5020576131687243
449,164932,1796,1.1856129609582937,0.0,0.4752475247524752
450,165224,1800,1.2694064947297492,0.0,0.474025974025974
451,165516,1804,0.8743576028844312,0.0,0.5555555555555556
452,165872,1808,1.445155809513951,0.0,0.4669811320754717
453,166228,1812,1.0338553720610095,0.0,0.53125
454,166552,1816,1.0995148122899574,0.0,0.5176470588235295
455,167036,1820,0.9053634373931878,0.0,0.5159817351598174
456,167488,1824,1.1460587050424498,0.0,0.5137614678899083
457,167844,1828,1.5678749308830349,0.0,0.48068669527896996
458,168232,1832,1.5716256002629114,0.0,0.5463917525773195
459,168620,1836,1.0060978717141582,0.0,0.5105263157894737
460,168944,1840,1.234740944795978,0.0,0.521978021978022
461,169268,1844,1.0976744388616626,0.0,0.5654761904761905
462,169656,1848,0.9842512638316491,0.0,0.5268817204301075
463,169948,1852,1.1996542267602963,0.0,0.5294117647058824
464,170304,1856,1.2520216410385403,0.0,0.529126213592233
465,170660,1860,0.9269980375607585,0.0,0.5714285714285714
466,170952,1864,1.0448567844951944,0.0,0.4785714285714286
467,171404,1868,1.3655020707708245,0.0,0.4476987447698745
468,171952,1872,0.8900162716974492,0.0,0.584
469,172372,1876,0.8993303768438309,0.0,0.5854922279792746
470,172728,1880,1.1878851206259682,0.0,0.5068493150684932
471,173084,1884,1.1251979446987932,0.0,0.5191256830601093
472,173408,1888,1.1409627322792966,0.0,0.46405228758169936
473,173732,1892,1.0638949856626296,0.0,0.47368421052631576
474,174152,1896,0.938473965774618,0.0,0.5409836065573771
475,174476,1900,1.1401840569314465,0.0,0.5151515151515151
476,174960,1904,0.9575423272965324,0.0,0.5655737704918032
477,175284,1908,1.313986944985384,0.0,0.5
478,175608,1912,1.014882396670648,0.0,0.5443037974683544
479,176028,1916,1.266174477354586,0.0,0.49344978165938863
480,176576,1920,1.2493327604500253,0.0,0.4967532467532468
481,176900,1924,1.2259850558671714,0.0,0.5969387755102041
