step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
112,40800,448,1.1248799944214216,0.0,0.42924528301886794
113,41284,452,1.0518432960932416,0.0,0.46766169154228854
114,41672,456,1.3932807821300262,0.0,0.4604651162790698
115,42028,460,1.6709644168977638,0.0,0.4377880184331797
116,42320,464,1.5248900082376307,0.0,0.4588235294117647
117,42708,468,1.592009316461878,0.0,0.4434782608695652
118,43032,472,1.3869393145969442,0.0,0.49732620320855614
119,43356,476,1.7866420721618161,0.0,0.4794520547945205
120,43680,480,1.17220126893612,0.0,0.5081967213114754
121,43940,484,1.4458825351121891,0.0,0.5034965034965035
122,44296,488,1.7316502787115178,0.0,0.4051724137931034
123,44652,492,1.1065705803637618,0.0,0.5483870967741935
124,45040,496,1.3723770196710634,0.0,0.4858490566037736
125,45492,500,1.3484697868388367,0.0,0.4730290456431535
126,46072,504,1.5721665307946873,0.0,0.4591549295774648
127,46556,508,1.3175599396115734,0.0,0.4624505928853755
128,46848,512,1.9854368326072835,0.0,0.4375
129,47236,516,1.5503057149379946,0.0,0.4622222222222222
130,47592,520,1.785998054455006,0.0,0.47244094488188976
131,47948,524,1.7903007899194214,0.0,0.4608294930875576
132,48240,528,1.8598508700395118,0.0,0.4358974358974359
133,48532,532,1.4653748738078844,0.0,0.45751633986928103
134,48920,536,1.899563456527514,0.0,0.42035398230088494
135,49212,540,1.768812765311666,0.0,0.4642857142857143
136,49728,544,1.6099526854906894,0.0,0.41216216216216217
137,49988,548,1.7413801509283713,0.0,0.3581081081081081
138,50376,552,1.250263543160498,0.0,0.38285714285714284
139,50668,556,1.8464629908750108,0.0,0.40217391304347827
140,51152,560,1.4433256098268297,0.0,0.430327868852459
141,51508,564,1.567388044486225,0.0,0.42857142857142855
142,51864,568,1.474788026657122,0.0,0.4603960396039604
143,52092,572,1.5147168098675474,0.0,0.3983739837398374
144,52416,576,1.8168762031688968,0.0,0.35359116022099446
145,52804,580,1.478918562189665,0.0,0.36764705882352944
146,53160,584,1.636649114266524,0.0,0.4537037037037037
147,53452,588,1.3910345087638172,0.0,0.5
148,53872,592,1.7384797037092385,0.0,0.403921568627451
149,54356,596,1.1501295672143534,0.0,0.46443514644351463
150,54648,600,1.8881701240339963,0.0,0.4256410256410256
151,54972,604,1.4381012135228413,0.0,0.4419889502762431
152,55328,608,1.516071160152655,0.0,0.47761194029850745
153,55620,612,1.4913275503967576,0.0,0.5121951219512195
154,55944,616,1.7308603820416575,0.0,0.4604651162790698
155,56236,620,1.26509204194092,0.0,0.4520547945205479
156,56496,624,1.6435126128249749,0.0,0.43478260869565216
157,56916,628,1.1051259646859621,0.0,0.38666666666666666
158,57208,632,1.4737644942128605,0.0,0.45569620253164556
159,57596,636,1.1082581077104607,0.0,0.583756345177665
160,58080,640,1.636776706366188,0.0,0.4837662337662338
161,58340,644,1.7590016289074448,0.0,0.41379310344827586
162,58728,648,1.6876620808930543,0.0,0.4194915254237288
163,59116,652,1.844498387949667,0.0,0.46303501945525294
164,59472,656,1.8266493858104498,0.0,0.4279475982532751
165,59796,660,1.5384177648431032,0.0,0.42441860465116277
166,60088,664,1.1018478399078029,0.0,0.5602836879432624
167,60444,668,1.2630489724491634,0.0,0.4787234042553192
168,60832,672,1.2850919719212106,0.0,0.46113989637305697
169,61188,676,1.342250853426991,0.0,0.39622641509433965
170,61672,680,1.3798086047807303,0.0,0.4448979591836735
171,61964,684,1.687291961401865,0.0,0.39285714285714285
172,62480,688,1.4391396164574437,0.0,0.48494983277591974
173,62868,692,1.4101528511109003,0.0,0.46798029556650245
174,63224,696,1.5803305526468698,0.0,0.42346938775510207
175,63548,700,1.4278400180966744,0.0,0.4748603351955307
176,63840,704,1.4632730997217167,0.0,0.37857142857142856
177,64292,708,1.3123230937205415,0.0,0.4469026548672566
178,64616,712,0.9764102699770536,0.0,0.559748427672956
179,64908,716,1.354734146949821,0.0,0.4652777777777778
180,65200,720,1.3766418996571117,0.0,0.4970414201183432
181,65524,724,1.2026684616874987,0.0,0.44370860927152317
182,65816,728,1.5819575790174552,0.0,0.4972677595628415
183,66076,732,1.6215187233519102,0.0,0.4457831325301205
184,66432,736,1.4938813096491403,0.0,0.455026455026455
185,66948,740,1.415064546384342,0.0,0.375
186,67400,744,1.77093392066881,0.0,0.4421768707482993
187,67788,748,1.4616664281404275,0.0,0.4698275862068966
188,68208,752,1.2214624693857277,0.0,0.48847926267281105
189,68756,756,1.3672040731606017,0.0,0.5067114093959731
190,69112,760,1.4379661018298266,0.0,0.40540540540540543
191,69500,764,1.3100668503360795,0.0,0.47368421052631576
192,69792,768,1.4980611972690854,0.0,0.4632768361581921
193,70116,772,1.2452235640414,0.0,0.43902439024390244
194,70440,776,1.6175511848731585,0.0,0.458128078817734
195,70732,780,1.6604101935568099,0.0,0.46842105263157896
196,71152,784,1.7947782834728438,0.0,0.41454545454545455
197,71508,788,1.55322879902361,0.0,0.40641711229946526
198,71864,792,1.7062888203173032,0.0,0.4489795918367347
199,72156,796,1.4301696777185537,0.0,0.3986013986013986
200,72576,800,1.131070282505106,0.0,0.4639175257731959
201,72996,804,1.633842875936232,0.0,0.43018867924528303
202,73448,808,1.169181278966038,0.0,0.5201793721973094
203,73900,812,1.5800072429415428,0.0,0.45038167938931295
204,74128,816,1.6461861819708663,0.0,0.45255474452554745
205,74580,820,1.466539718898553,0.0,0.4574898785425101
206,74904,824,1.3065426418951467,0.0,0.4491017964071856
207,75164,828,1.3122102658485164,0.0,0.424
208,75488,832,1.4067003644897849,0.0,0.5245098039215687
209,76036,836,1.3610208939662645,0.0,0.42248062015503873
210,76520,840,1.4190723546432809,0.0,0.4342629482071713
211,76908,844,1.0903194444167035,0.0,0.47752808988764045
212,77264,848,1.1358008740142578,0.0,0.5053763440860215
213,77588,852,1.6472284564338988,0.0,0.36666666666666664
214,77912,856,1.5515456770693419,0.0,0.41847826086956524
215,78268,860,1.215559240587984,0.0,0.4573170731707317
216,78752,864,1.8085294994148087,0.0,0.46179401993355484
217,79140,868,1.9778838362891473,0.0,0.4246031746031746
218,79528,872,1.6784087497511486,0.0,0.47520661157024796
219,79884,876,1.3529146133465209,0.0,0.47904191616766467
220,80176,880,1.3927576688716283,0.0,0.48466257668711654
221,80564,884,1.5294703267801288,0.0,0.5294117647058824
222,80952,888,1.6673879714257416,0.0,0.4429223744292237
223,81660,892,0.9642478393791829,0.0,0.5070422535211268
224,82048,896,1.0585137151297113,0.0,0.41420118343195267
225,82436,900,1.4445402576120066,0.0,0.4577114427860697
226,82696,904,1.6145020204652747,0.0,0.45294117647058824
227,83020,908,1.6734240094904052,0.0,0.3505747126436782
228,83376,912,1.2844275225980857,0.0,0.4745762711864407
229,83732,916,1.4939916926541066,0.0,0.44041450777202074
230,83992,920,1.5806163147311962,0.0,0.4591194968553459
231,84348,924,1.47992778032608,0.0,0.4585365853658537
232,84640,928,1.1316207163409773,0.0,0.48120300751879697
233,85124,932,1.5306953722982628,0.0,0.437984496124031
234,85384,936,1.4507161208133084,0.0,0.43209876543209874
235,85644,940,1.6333048545387736,0.0,0.4695121951219512
236,85936,944,1.7334055688522372,0.0,0.45454545454545453
237,86452,948,1.348986922044546,0.0,0.48936170212765956
238,86808,952,1.8395467626560509,0.0,0.44672131147540983
239,87132,956,1.3991418413639858,0.0,0.4146341463414634
240,87520,960,1.7843150716221798,0.0,0.45627376425855515
241,87876,964,1.5139991562545767,0.0,0.49767441860465117
242,88136,968,1.691015186739605,0.0,0.4720496894409938
243,88460,972,1.2810034954838119,0.0,0.41975308641975306
244,88784,976,1.038065025938453,0.0,0.5466666666666666
245,89204,980,1.114312782154102,0.0,0.4603960396039604
246,89592,984,1.3864114721514411,0.0,0.5111111111111111
247,89852,988,1.4506840587373426,0.0,0.43243243243243246
248,90400,992,1.3301183110523094,0.0,0.3937007874015748
249,90724,996,1.2253158558919806,0.0,0.5116279069767442
250,90984,1000,1.4831560664721657,0.0,0.44666666666666666
251,91276,1004,1.668631549635223,0.0,0.4536082474226804
252,91568,1008,1.2702148554523995,0.0,0.5123456790123457
253,91796,1012,1.366693025950018,0.0,0.49230769230769234
254,92248,1016,1.3119774421214634,0.0,0.3910891089108911
255,92572,1020,1.1456913638564872,0.0,0.5689655172413793
256,92928,1024,1.4985723736352723,0.0,0.4931506849315068
257,93252,1028,1.4918730076255997,0.0,0.3930635838150289
258,93640,1032,1.3466449983344546,0.0,0.5175879396984925
259,94060,1036,0.9847418903099159,0.0,0.5380434782608695
260,94448,1040,1.3393632967450593,0.0,0.47761194029850745
261,94772,1044,1.6797106439733689,0.0,0.4067796610169492
262,95064,1048,1.591552440401299,0.0,0.4685714285714286
263,95484,1052,1.0689210907178328,0.0,0.5170731707317073
264,95840,1056,1.5534050593331663,0.0,0.48095238095238096
265,96356,1060,0.8914480534254244,0.0,0.507537688442211
266,96680,1064,1.619016795776115,0.0,0.5391705069124424
267,97100,1068,1.8338496167297011,0.0,0.4742268041237113
268,97680,1072,1.2545643242429003,0.0,0.4659498207885305
269,98196,1076,0.9899235763412388,0.0,0.5482456140350878
270,98488,1080,1.3963087753569319,0.0,0.42948717948717946
271,98844,1084,1.266775928548043,0.0,0.42857142857142855
272,99168,1088,1.4407404756168751,0.0,0.4
273,99492,1092,1.0137825045624596,0.0,0.4935897435897436
274,99912,1096,1.265870162620897,0.0,0.5319148936170213
275,100236,1100,1.5701136506928561,0.0,0.4426229508196721
276,100496,1104,1.422691351566009,0.0,0.46835443037974683
277,100948,1108,1.460111793088134,0.0,0.5
278,101240,1112,1.026866628340516,0.0,0.5493827160493827
279,101532,1116,1.973315551319813,0.0,0.4354066985645933
280,101984,1120,1.6796213876670871,0.0,0.468013468013468
281,102468,1124,1.1641515128412767,0.0,0.4759825327510917
282,102920,1128,1.6341089491563303,0.0,0.4409448818897638
283,103244,1132,1.579016807258442,0.0,0.49
284,103760,1136,1.1128173904443555,0.0,0.5301724137931034
285,104084,1140,1.4827930134734708,0.0,0.4367816091954023
286,104472,1144,1.1731368883051951,0.0,0.5238095238095238
287,104764,1148,1.5691259931952621,0.0,0.4725274725274725
288,105024,1152,1.470928931228273,0.0,0.5029239766081871
289,105412,1156,1.3614026619008113,0.0,0.4419889502762431
290,105704,1160,1.3591210710722306,0.0,0.5099337748344371
291,106124,1164,1.3372361326937903,0.0,0.4469026548672566
292,106576,1168,1.5870602444973392,0.0,0.4900662251655629
293,106868,1172,1.3990993549371322,0.0,0.5355191256830601
294,107288,1176,1.174185842290373,0.0,0.4838709677419355
295,107836,1180,1.1759473316224167,0.0,0.4701195219123506
296,108352,1184,1.5664608787063856,0.0,0.4775641025641026
297,108740,1188,1.4524207755002922,0.0,0.43457943925233644
298,109224,1192,1.584342817221533,0.0,0.4495114006514658
299,109644,1196,1.3945856672745642,0.0,0.46938775510204084
300,109936,1200,1.7836605842907254,0.0,0.4607329842931937
301,110612,1204,1.0422921293123535,0.0,0.42696629213483145
302,110904,1208,1.5287899973543244,0.0,0.4388888888888889
303,111196,1212,1.847228064847558,0.0,0.42105263157894735
304,111552,1216,1.4502922478685203,0.0,0.49528301886792453
305,111876,1220,1.5786677429648914,0.0,0.44387755102040816
306,112168,1224,1.1787988344283582,0.0,0.538961038961039
307,112524,1228,1.5892131277565797,0.0,0.48058252427184467
308,113008,1232,1.6692662566751826,0.0,0.4913494809688581
309,113428,1236,0.9948040444655144,0.0,0.5025641025641026
310,113784,1240,1.5382703978877013,0.0,0.4549763033175355
311,114108,1244,1.3527306927982938,0.0,0.5133689839572193
312,114496,1248,1.421181954272327,0.0,0.481981981981982
313,114820,1252,1.6862330742610248,0.0,0.42702702702702705
314,115112,1256,1.3869775093176335,0.0,0.46107784431137727
315,115500,1260,1.5959210133534485,0.0,0.4166666666666667
316,115888,1264,1.7359385468261612,0.0,0.45
317,116308,1268,1.299514483006793,0.0,0.44976076555023925
318,116632,1272,1.6279556283010899,0.0,0.5136363636363637
319,116956,1276,1.7121189112004322,0.0,0.45365853658536587
320,117216,1280,1.4047670047589689,0.0,0.4507042253521127
321,117604,1284,1.6282492558893924,0.0,0.4622222222222222
322,117928,1288,2.151330194870905,0.0,0.3930131004366812
323,118316,1292,1.3013443797906288,0.0,0.5144230769230769
324,118704,1296,1.5437477264219581,0.0,0.3864734299516908
325,119060,1300,1.4045701676379891,0.0,0.5157894736842106
326,119480,1304,1.317437185526416,0.0,0.49159663865546216
327,119804,1308,1.2656947182512739,0.0,0.44
328,120160,1312,1.1158541185295126,0.0,0.5
329,120548,1316,1.4940180948952975,0.0,0.4658119658119658
330,120872,1320,1.7898753706255957,0.0,0.3817204301075269
331,121196,1324,1.3097983667701683,0.0,0.45569620253164556
332,121616,1328,1.8705294831723067,0.0,0.43609022556390975
333,122004,1332,1.3152677990438861,0.0,0.49514563106796117
334,122232,1336,1.5007403953790865,0.0,0.4411764705882353
335,122492,1340,1.3250729307227995,0.0,0.503448275862069
336,122880,1344,0.9706796784003352,0.0,0.49696969696969695
337,123428,1348,1.130480161019347,0.0,0.5118110236220472
338,123816,1352,1.591347548489745,0.0,0.48148148148148145
339,124396,1356,1.3366759404308648,0.0,0.4558303886925795
340,124752,1360,1.197023761081278,0.0,0.5333333333333333
341,125108,1364,1.7187124609474929,0.0,0.4818181818181818
342,125560,1368,1.3826549085229427,0.0,0.48559670781893005
343,125884,1372,1.0827746554935511,0.0,0.5212121212121212
344,126240,1376,1.4967441404399373,0.0,0.49557522123893805
345,126628,1380,1.183567868497236,0.0,0.5148514851485149
346,126984,1384,1.189960732561442,0.0,0.5228426395939086
347,127372,1388,1.5101474167926972,0.0,0.47058823529411764
348,127792,1392,1.5965363945016386,0.0,0.4625
349,128212,1396,1.2747655511709757,0.0,0.4978165938864629
350,128600,1400,1.1689887268704449,0.0,0.5435897435897435
351,128924,1404,1.4450839939381002,0.0,0.49214659685863876
352,129280,1408,1.5344449439366608,0.0,0.4885844748858447
353,129636,1412,1.4055082042118678,0.0,0.5117370892018779
354,130248,1416,0.9250937991070668,0.0,0.48444444444444446
355,130636,1420,1.292915289644822,0.0,0.5119617224880383
356,131056,1424,1.4696182894516738,0.0,0.4605809128630705
357,131316,1428,1.4035896489749575,0.0,0.4552238805970149
358,131800,1432,1.1501447598167502,0.0,0.4716981132075472
359,132060,1436,1.0237842635910281,0.0,0.5303030303030303
360,132448,1440,1.3894875349795133,0.0,0.4325581395348837
361,132740,1444,1.2856362277040132,0.0,0.5364238410596026
362,133000,1448,1.451197154810029,0.0,0.46308724832214765
363,133420,1452,1.4522404114246177,0.0,0.491869918699187
364,133840,1456,1.2566854061988824,0.0,0.5317073170731708
365,134132,1460,1.361572352000415,0.0,0.5116279069767442
366,134488,1464,1.7280192153414946,0.0,0.4745762711864407
367,134844,1468,1.3839127210779074,0.0,0.41237113402061853
368,135232,1472,1.3870570835736846,0.0,0.5242290748898678
369,135588,1476,1.4278038077919932,0.0,0.4791666666666667
370,135848,1480,1.1509251291792884,0.0,0.5333333333333333
371,136268,1484,1.4161368965446495,0.0,0.4315352697095436
372,136688,1488,1.2471032863749942,0.0,0.5
373,137044,1492,1.5004310660379006,0.0,0.46396396396396394
374,137400,1496,1.7267091808584552,0.0,0.46586345381526106
375,137884,1500,1.2024352049566995,0.0,0.4789915966386555
376,138240,1504,1.1535590286916888,0.0,0.4647058823529412
377,138692,1508,1.6389839427496296,0.0,0.5146579804560261
378,139048,1512,1.5753978885536244,0.0,0.4729064039408867
379,139404,1516,1.4025282926133844,0.0,0.48186528497409326
380,139728,1520,1.2112155092601495,0.0,0.5193370165745856
381,139988,1524,1.4768296461510362,0.0,0.48366013071895425
382,140504,1528,1.1611130461706374,0.0,0.5100401606425703
383,140828,1532,1.5191084956468948,0.0,0.5120772946859904
384,141280,1536,1.0643331492274397,0.0,0.5811965811965812
385,141764,1540,1.604509810887231,0.0,0.4479166666666667
386,142056,1544,1.2775661413050126,0.0,0.5286624203821656
387,142412,1548,1.362771072906729,0.0,0.44339622641509435
388,142704,1552,1.2406667846656458,0.0,0.5617977528089888
389,143124,1556,1.5076735222563409,0.0,0.43902439024390244
390,143576,1560,1.452167792967209,0.0,0.4857142857142857
391,144028,1564,1.0124064390623686,0.0,0.42857142857142855
392,144672,1568,0.8819713874573116,0.0,0.50199203187251
393,144932,1572,1.0149699009267033,0.0,0.5514705882352942
394,145416,1576,1.542373621416911,0.0,0.4645161290322581
395,145964,1580,1.0751354729477038,0.0,0.5390625
396,146288,1584,1.5410901502241905,0.0,0.5092592592592593
397,146676,1588,1.6243697739525456,0.0,0.4588744588744589
398,147160,1592,1.165882265480388,0.0,0.4724770642201835
399,147420,1596,1.7752742608780592,0.0,0.43670886075949367
400,147840,1600,1.4920628473020503,0.0,0.4715447154471545
401,148228,1604,1.4175041522234626,0.0,0.4491525423728814
402,148552,1608,1.5073462958460186,0.0,0.5138888888888888
403,148908,1612,1.2674973501795994,0.0,0.5213270142180095
404,149328,1616,1.2984305701583503,0.0,0.5023923444976076
405,149620,1620,1.384324119784447,0.0,0.5340909090909091
406,149912,1624,1.431592460400712,0.0,0.5277777777777778
407,150332,1628,1.1043752762765284,0.0,0.44680851063829785
408,150624,1632,1.1631901981241148,0.0,0.4931506849315068
409,151044,1636,1.2275266277442194,0.0,0.45408163265306123
410,151560,1640,1.3117679103962234,0.0,0.567398119122257
411,151852,1644,1.3941524688564015,0.0,0.5086705202312138
412,152176,1648,1.4041536082940658,0.0,0.515
413,152532,1652,1.5148484503953854,0.0,0.39655172413793105
414,152984,1656,1.1599246026231256,0.0,0.53125
415,153468,1660,1.3330855487166686,0.0,0.53515625
416,153824,1664,1.1222539433378518,0.0,0.46153846153846156
417,154148,1668,1.6179896274666716,0.0,0.47596153846153844
418,154440,1672,1.6759341810748203,0.0,0.46236559139784944
419,154796,1676,1.5252845316635322,0.0,0.4187192118226601
420,155056,1680,1.520477110052866,0.0,0.5434782608695652
421,155412,1684,1.1916181099042462,0.0,0.5161290322580645
422,155864,1688,1.4986585223633289,0.0,0.4489795918367347
423,156316,1692,1.3078363245847346,0.0,0.515748031496063
424,156640,1696,1.3055598497717658,0.0,0.45614035087719296
425,156964,1700,1.2728795625265557,0.0,0.49710982658959535
426,157384,1704,1.7335159804361697,0.0,0.4641509433962264
427,157868,1708,1.378929687737029,0.0,0.4505928853754941
428,158224,1712,1.4035200072629166,0.0,0.4947916666666667
429,158516,1716,1.2355493224993148,0.0,0.4797297297297297
430,158872,1720,1.2371200509676055,0.0,0.47282608695652173
431,159324,1724,1.1336915342900815,0.0,0.4688995215311005
432,159712,1728,1.2427470778224583,0.0,0.5047169811320755
433,160132,1732,1.172915759387064,0.0,0.4585635359116022
434,160488,1736,1.4966794115661273,0.0,0.42718446601941745
435,161004,1740,1.3460364808874887,0.0,0.4497991967871486
436,161232,1744,1.199974630383874,0.0,0.4434782608695652
437,161524,1748,1.6658456818841378,0.0,0.485
438,161944,1752,1.3876431028993144,0.0,0.43209876543209874
439,162332,1756,1.5087321806213947,0.0,0.4511627906976744
440,162656,1760,1.6344100498078515,0.0,0.42786069651741293
441,163044,1764,1.281848566175416,0.0,0.4595959595959596
442,163336,1768,1.5728586460284633,0.0,0.568075117370892
443,163724,1772,1.3889867593692875,0.0,0.5795918367346938
444,163952,1776,1.3660816149705481,0.0,0.4715447154471545
445,164308,1780,1.3233897404814772,0.0,0.5
446,164696,1784,1.4159188767331885,0.0,0.415
447,165052,1788,1.4034576670564638,0.0,0.47783251231527096
448,165280,1792,1.6375645959188818,0.0,0.47619047619047616
449,165700,1796,1.7009962581126092,0.0,0.4659498207885305
450,166120,1800,1.4119276750115988,0.0,0.45754716981132076
451,166540,1804,1.1252010369159633,0.0,0.4977168949771689
452,166864,1808,1.5903996417745034,0.0,0.5
453,167252,1812,1.5740281341482902,0.0,0.5081967213114754
454,167608,1816,1.1469054034672543,0.0,0.47904191616766467
455,167900,1820,1.310786459486445,0.0,0.5217391304347826
456,168352,1824,1.2843569337076068,0.0,0.44541484716157204
457,168708,1828,1.0882573441786734,0.0,0.5459770114942529
458,169096,1832,1.5009759179523448,0.0,0.5224489795918368
459,169452,1836,1.6694500434013866,0.0,0.5061224489795918
460,169936,1840,1.2476974788330275,0.0,0.4624505928853755
461,170292,1844,1.0842038995757848,0.0,0.4968152866242038
462,170712,1848,1.2216059803479122,0.0,0.4729064039408867
463,170972,1852,1.2254509303425605,0.0,0.48951048951048953
464,171392,1856,1.6807467524422743,0.0,0.4621212121212121
465,171748,1860,1.1867899426550934,0.0,0.4748603351955307
466,172040,1864,1.1154258724398562,0.0,0.52
467,172396,1868,1.6234325873282665,0.0,0.43577981651376146
468,172784,1872,1.459125416376878,0.0,0.5061728395061729
469,173140,1876,1.171228552786635,0.0,0.531578947368421
470,173560,1880,1.1323924092262732,0.0,0.5318181818181819
471,173884,1884,1.20368325339922,0.0,0.4691358024691358
472,174176,1888,1.2146410599348847,0.0,0.5792079207920792
473,174532,1892,1.7466546906871023,0.0,0.44206008583690987
474,174952,1896,1.5384849745273206,0.0,0.49193548387096775
475,175436,1900,0.972066806838724,0.0,0.5051020408163265
476,175792,1904,1.3002560318933891,0.0,0.5148514851485149
477,176244,1908,1.175806543606127,0.0,0.4626865671641791
478,176568,1912,1.1298565410986048,0.0,0.496551724137931
479,176892,1916,1.2402249376593062,0.0,0.4720496894409938
