step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
480,177440,1920,1.3172076560253572,0.0,0.5186440677966102
481,177796,1924,1.1086487207947489,0.0,0.5028248587570622
482,178344,1928,1.1757760846094292,0.0,0.4925925925925926
483,178892,1932,1.2354851964992577,0.0,0.4562043795620438
484,179216,1936,1.3542874065535873,0.0,0.5502645502645502
485,179476,1940,1.294914554105692,0.0,0.5359477124183006
486,179992,1944,1.057080738166361,0.0,0.5
487,180476,1948,1.2161947984915413,0.0,0.4497816593886463
488,180832,1952,1.1825920508870018,0.0,0.4444444444444444
489,181412,1956,0.8853656405226289,0.0,0.5299145299145299
490,181864,1960,1.2784806458749487,0.0,0.47533632286995514
491,182252,1964,1.2691892315920195,0.0,0.47474747474747475
492,182640,1968,1.6534840204769867,0.0,0.4560669456066946
493,182964,1972,1.3747158226242784,0.0,0.4946236559139785
494,183224,1976,1.3690638734423328,0.0,0.5
495,183548,1980,1.2753558312667883,0.0,0.5393939393939394
496,183968,1984,1.2032009873691878,0.0,0.4388888888888889
497,184260,1988,1.1982931215150974,0.0,0.5588235294117647
498,184680,1992,1.258138471644793,0.0,0.46534653465346537
499,185004,1996,1.678712052657096,0.0,0.47619047619047616
500,185424,2000,1.3204826448643499,0.0,0.44594594594594594
501,185812,2004,1.4562451926827695,0.0,0.58984375
502,186264,2008,1.2364956841867856,0.0,0.514018691588785
503,186460,2012,1.5354459106360485,0.0,0.47580645161290325
504,186720,2016,1.2377104283294307,0.0,0.5
505,187076,2020,1.010139152116712,0.0,0.56
506,187432,2024,1.6442004089537725,0.0,0.5
507,187756,2028,1.392499269009406,0.0,0.5113636363636364
508,188208,2032,0.9274245445003648,0.0,0.5794871794871795
509,188532,2036,0.7876057108441674,0.0,0.5945945945945946
510,188792,2040,1.2243169594195618,0.0,0.5364238410596026
511,189148,2044,1.1578586378790716,0.0,0.4539877300613497
512,189568,2048,1.455752878514931,0.0,0.4925925925925926
513,189860,2052,1.2890547597968927,0.0,0.5714285714285714
514,190248,2056,1.1086818831293688,0.0,0.5560747663551402
515,190700,2060,1.0359136741690014,0.0,0.5955056179775281
516,191024,2064,1.402127977213495,0.0,0.4720812182741117
517,191348,2068,1.2403882581368317,0.0,0.5459459459459459
518,191832,2072,1.0280571840462167,0.0,0.4748603351955307
519,192252,2076,1.5027247289718533,0.0,0.5072992700729927
520,192608,2080,1.4412053965982545,0.0,0.5232067510548524
521,192900,2084,1.7644396642610383,0.0,0.4467005076142132
522,193224,2088,1.0402020744500535,0.0,0.6030927835051546
523,193548,2092,1.3489408893446706,0.0,0.45625
524,193968,2096,1.2967417200351632,0.0,0.51440329218107
525,194420,2100,1.1271749324947067,0.0,0.4953271028037383
526,194808,2104,1.314225738785661,0.0,0.5555555555555556
527,195292,2108,1.0597166771977937,0.0,0.5291666666666667
528,195712,2112,1.2060185033608692,0.0,0.5672268907563025
529,196068,2116,1.3533383152860154,0.0,0.47692307692307695
530,196520,2120,0.8594568788801811,0.0,0.5542857142857143
531,196940,2124,1.2215023909852565,0.0,0.45794392523364486
532,197360,2128,1.3462982627080111,0.0,0.5062761506276151
533,197748,2132,1.3081304267456138,0.0,0.48095238095238096
534,198104,2136,1.5809325255134736,0.0,0.4767932489451477
535,198492,2140,1.2130391156251912,0.0,0.5441860465116279
536,198752,2144,1.0838160543010324,0.0,0.5384615384615384
537,199172,2148,1.2144762339348163,0.0,0.5462555066079295
538,199560,2152,1.1017615996893997,0.0,0.4431137724550898
539,200012,2156,1.1250702489099837,0.0,0.48214285714285715
540,200400,2160,0.8436301400610273,0.0,0.5930232558139535
541,200660,2164,1.1174732582220783,0.0,0.5147058823529411
542,201048,2168,1.186234562811843,0.0,0.547945205479452
543,201436,2172,0.930046852833287,0.0,0.5691489361702128
544,201824,2176,1.1333691161790997,0.0,0.43558282208588955
545,202212,2180,1.0709970329498721,0.0,0.5404040404040404
546,202568,2184,1.3129022013776344,0.0,0.4720812182741117
547,202988,2188,1.3666611181387323,0.0,0.4840182648401826
548,203248,2192,1.5060413734029634,0.0,0.49390243902439024
549,203700,2196,1.3231984464275592,0.0,0.5223880597014925
550,204120,2200,1.4096080863682057,0.0,0.4628099173553719
551,204668,2204,1.2422363803266028,0.0,0.5172413793103449
552,205056,2208,1.1315910900550261,0.0,0.5175879396984925
553,205380,2212,1.1570112187306387,0.0,0.5185185185185185
554,205704,2216,1.1650023218246972,0.0,0.5027027027027027
555,206028,2220,1.1465396548138724,0.0,0.5885416666666666
556,206352,2224,1.3284823799613092,0.0,0.4919786096256685
557,206772,2228,1.066124014435012,0.0,0.5339805825242718
558,207448,2232,0.9264836616990626,0.0,0.5570032573289903
559,207900,2236,1.3362112068942131,0.0,0.5133079847908745
560,208288,2240,1.0575950224358224,0.0,0.5510204081632653
561,208644,2244,1.3110177967809913,0.0,0.5073891625615764
562,209032,2248,1.2133520237274498,0.0,0.5272727272727272
563,209388,2252,1.4298874425986403,0.0,0.5242290748898678
564,209776,2256,0.8541468880394131,0.0,0.5654761904761905
565,210164,2260,1.43345943983286,0.0,0.44782608695652176
566,210520,2264,1.296742903363416,0.0,0.5
567,210844,2268,1.107222827478714,0.0,0.5301204819277109
568,211104,2272,0.9199164984876507,0.0,0.5615384615384615
569,211364,2276,1.2596601175455806,0.0,0.5266666666666666
570,211784,2280,1.1507410849992925,0.0,0.4702702702702703
571,212140,2284,1.4888563831922148,0.0,0.4630541871921182
572,212464,2288,0.9311288984093608,0.0,0.6050955414012739
573,212948,2292,1.2281190928646866,0.0,0.5436507936507936
574,213336,2296,1.1395583934565912,0.0,0.49261083743842365
575,213660,2300,1.0290238050307052,0.0,0.4897959183673469
576,214048,2304,0.8371919835854077,0.0,0.5222929936305732
577,214372,2308,1.44129199694453,0.0,0.4644808743169399
578,214792,2312,1.4052076034065253,0.0,0.47413793103448276
579,215148,2316,1.4184039420077317,0.0,0.5714285714285714
580,215536,2320,1.0277501902070723,0.0,0.5245901639344263
581,215796,2324,1.299012528034291,0.0,0.5705882352941176
582,216120,2328,1.4166500529669284,0.0,0.5047169811320755
583,216476,2332,1.565736813577749,0.0,0.4439461883408072
584,216800,2336,1.4708328418608545,0.0,0.4731182795698925
585,217124,2340,0.9573129372112271,0.0,0.5906040268456376
586,217448,2344,1.6455954972718174,0.0,0.5
587,217772,2348,1.0171192260252702,0.0,0.5705521472392638
588,218192,2352,1.4921334955963568,0.0,0.46835443037974683
589,218484,2356,1.5785576876014824,0.0,0.46710526315789475
590,218744,2360,1.3752248534894216,0.0,0.5165562913907285
591,219132,2364,1.068921161147226,0.0,0.5323383084577115
592,219456,2368,1.045580060052718,0.0,0.5837837837837838
593,219780,2372,1.322413742323326,0.0,0.5136612021857924
594,220168,2376,1.2066247897582996,0.0,0.5305164319248826
595,220524,2380,1.1619514718520192,0.0,0.5255102040816326
596,221040,2384,1.1260892700964358,0.0,0.48717948717948717
597,221556,2388,0.8821267462015004,0.0,0.5265700483091788
598,221976,2392,1.1127285138762397,0.0,0.541871921182266
599,222620,2396,1.071023552079514,0.0,0.49295774647887325
600,222944,2400,1.3434193895990065,0.0,0.43870967741935485
601,223364,2404,1.2585088528448547,0.0,0.5234042553191489
602,223688,2408,1.316076013296577,0.0,0.519774011299435
603,223916,2412,1.2308317447401804,0.0,0.5652173913043478
604,224240,2416,1.138282243402395,0.0,0.5485714285714286
605,224660,2420,1.0452150387395243,0.0,0.5025125628140703
606,224984,2424,1.1124774580547416,0.0,0.5956284153005464
607,225244,2428,1.470436296812869,0.0,0.5308641975308642
608,225632,2432,1.2119798880201627,0.0,0.5071090047393365
609,226084,2436,1.1273755456026513,0.0,0.5211864406779662
610,226504,2440,1.362350020936785,0.0,0.5413533834586466
611,226764,2444,1.440416003740588,0.0,0.5508982035928144
612,226992,2448,0.9712789264551714,0.0,0.5603448275862069
613,227252,2452,1.3652585050535162,0.0,0.5063291139240507
614,227608,2456,1.4021620787419666,0.0,0.470873786407767
615,227964,2460,1.0343386883886638,0.0,0.5060975609756098
616,228320,2464,1.6257552399553044,0.0,0.5211864406779662
617,228644,2468,1.0991310426590934,0.0,0.6111111111111112
618,229160,2472,1.0076193227704766,0.0,0.5111111111111111
619,229548,2476,0.9804042364472222,0.0,0.5428571428571428
620,230064,2480,1.0828345578883591,0.0,0.5613382899628253
621,230452,2484,1.4723953764862745,0.0,0.48770491803278687
622,230808,2488,1.22093576183493,0.0,0.5595854922279793
623,231132,2492,1.298744411871985,0.0,0.494949494949495
624,231488,2496,1.2241572662103448,0.0,0.517948717948718
625,231972,2500,1.0015990721057435,0.0,0.46875
626,232328,2504,1.4487037067826927,0.0,0.5294117647058824
627,232652,2508,1.0603624781381378,0.0,0.5151515151515151
628,233040,2512,1.0562549349628825,0.0,0.5164835164835165
629,233364,2516,1.4716933608315301,0.0,0.4744897959183674
630,233752,2520,0.8314014924616503,0.0,0.612565445026178
631,234140,2524,1.0184372807059223,0.0,0.47513812154696133
632,234400,2528,1.0559576256575587,0.0,0.5275590551181102
633,234724,2532,1.2637930143187897,0.0,0.5307262569832403
634,235144,2536,1.2929908293538608,0.0,0.4811715481171548
635,235564,2540,1.2685153343059379,0.0,0.5474137931034483
636,236144,2544,0.9054290792756488,0.0,0.4977578475336323
637,236500,2548,1.369829949380688,0.0,0.49504950495049505
638,236920,2552,1.718531324243217,0.0,0.4742268041237113
639,237244,2556,1.2369889828423912,0.0,0.5459183673469388
640,237664,2560,1.356728656350827,0.0,0.5062240663900415
641,238084,2564,1.3202171176452067,0.0,0.5634920634920635
642,238408,2568,1.645433045971331,0.0,0.5065502183406113
643,238988,2572,1.0995006338332896,0.0,0.4562043795620438
644,239280,2576,1.3408156873981087,0.0,0.5786516853932584
645,239668,2580,1.3339851932532552,0.0,0.5476190476190477
646,240056,2584,1.1126977487662317,0.0,0.5566502463054187
647,240380,2588,1.337457547914255,0.0,0.4789473684210526
648,240672,2592,1.1399818138358055,0.0,0.5757575757575758
649,241156,2596,0.990574869455039,0.0,0.5391304347826087
650,241544,2600,1.2786519502493683,0.0,0.485
651,241996,2604,1.1658574469285694,0.0,0.5210084033613446
652,242448,2608,1.341187350477911,0.0,0.5278810408921933
653,242836,2612,1.4340524698578012,0.0,0.4711111111111111
654,243224,2616,0.9928463450341419,0.0,0.558974358974359
655,243580,2620,1.0090588949720438,0.0,0.5561497326203209
656,244000,2624,1.0733576093768267,0.0,0.5083798882681564
657,244388,2628,0.9972731358558394,0.0,0.5357142857142857
658,244840,2632,0.8974157440151327,0.0,0.5497382198952879
659,245420,2636,1.078860692873189,0.0,0.5255474452554745
660,245744,2640,1.171952827952984,0.0,0.50625
661,246260,2644,1.4930363034306777,0.0,0.5182926829268293
662,246552,2648,1.0737098777019531,0.0,0.5548387096774193
663,246876,2652,0.8873974636271468,0.0,0.5211267605633803
664,247296,2656,1.1333883914679832,0.0,0.5418502202643172
665,247748,2660,1.3195362665551096,0.0,0.48739495798319327
666,248168,2664,1.2242582158226676,0.0,0.4978165938864629
667,248492,2668,1.1777148549286613,0.0,0.5797872340425532
668,248848,2672,1.2523760202719691,0.0,0.5505050505050505
669,249300,2676,1.1671584635053998,0.0,0.5165289256198347
670,249656,2680,1.4455999430788127,0.0,0.46
671,249948,2684,1.4092024323407533,0.0,0.4662576687116564
672,250368,2688,1.2046419401925694,0.0,0.502127659574468
673,250692,2692,1.0409122391715047,0.0,0.5771428571428572
674,251016,2696,1.0647350262502797,0.0,0.48
675,251404,2700,1.5446742618553797,0.0,0.5245901639344263
676,251856,2704,1.144932961844344,0.0,0.511520737327189
677,252180,2708,1.0610695788995563,0.0,0.4825174825174825
678,252568,2712,1.207108879679075,0.0,0.5333333333333333
679,252988,2716,1.2637472800716685,0.0,0.5352697095435685
680,253312,2720,0.8758042622268511,0.0,0.6041666666666666
681,253732,2724,1.2230109236889848,0.0,0.47342995169082125
682,254120,2728,1.3120009746058214,0.0,0.5229357798165137
683,254412,2732,1.226971034261215,0.0,0.5828220858895705
684,254736,2736,1.6461186474724296,0.0,0.4326923076923077
685,255124,2740,1.2561557799114054,0.0,0.5283018867924528
686,255448,2744,1.0697740940076181,0.0,0.5151515151515151
687,255868,2748,1.1054365672523847,0.0,0.4925373134328358
688,256192,2752,0.9336139207940214,0.0,0.6243093922651933
689,256644,2756,1.3391573642776342,0.0,0.518796992481203
690,257064,2760,0.9275907866403718,0.0,0.5722222222222222
691,257452,2764,1.3214697819686703,0.0,0.49537037037037035
692,257840,2768,0.7495727767428085,0.0,0.563953488372093
693,258356,2772,1.1188620752909362,0.0,0.5477941176470589
694,258776,2776,1.097381176540557,0.0,0.5245098039215687
695,259100,2780,1.2164437483776767,0.0,0.5266272189349113
696,259488,2784,1.3831471130815967,0.0,0.4560669456066946
697,259780,2788,1.2904054705392123,0.0,0.5032679738562091
698,260040,2792,0.9124635164448706,0.0,0.6076923076923076
699,260396,2796,1.1847568192266158,0.0,0.4879518072289157
700,260624,2800,1.1282425570398094,0.0,0.5196850393700787
701,260980,2804,0.9739582076866191,0.0,0.5945945945945946
702,261400,2808,1.0524385430599745,0.0,0.5167464114832536
703,261820,2812,1.0437345906476436,0.0,0.4919786096256685
704,262112,2816,1.4379909551786336,0.0,0.5
705,262500,2820,1.4933404405871944,0.0,0.5039370078740157
706,262888,2824,1.1968136322871563,0.0,0.4835164835164835
707,263340,2828,1.0341207614865706,0.0,0.5732217573221757
708,263856,2832,1.0161363301213566,0.0,0.5510204081632653
709,264308,2836,1.4619224975256877,0.0,0.5525423728813559
710,264856,2840,1.1263791385586688,0.0,0.516
711,265244,2844,0.9476531065520847,0.0,0.5568181818181818
712,265600,2848,1.3213364799913754,0.0,0.5394736842105263
713,265924,2852,1.2616193386395915,0.0,0.5879396984924623
714,266216,2856,1.2446539783066044,0.0,0.5454545454545454
715,266636,2860,1.2200508671151384,0.0,0.5477178423236515
716,266928,2864,1.155416279410741,0.0,0.5512820512820513
717,267156,2868,1.6061198834136132,0.0,0.5234899328859061
718,267768,2872,0.9033012316110283,0.0,0.5171102661596958
719,268092,2876,1.6498501359058415,0.0,0.4977168949771689
720,268352,2880,0.9181481383483039,0.0,0.6241610738255033
721,268740,2884,0.8817041401231595,0.0,0.5426829268292683
722,269192,2888,0.925502157038436,0.0,0.515625
723,269740,2892,1.0117390611308377,0.0,0.549800796812749
724,270000,2896,1.6024232637804938,0.0,0.5056818181818182
725,270388,2900,1.0221778572377904,0.0,0.5627906976744186
726,270808,2904,1.0787052759667157,0.0,0.5048076923076923
727,271100,2908,1.0070516373394964,0.0,0.54
728,271424,2912,1.1415962292249677,0.0,0.546448087431694
729,271780,2916,1.0382297567020595,0.0,0.5352941176470588
730,272040,2920,1.1713660381206181,0.0,0.5421686746987951
731,272332,2924,1.3597610965881408,0.0,0.4972067039106145
732,272752,2928,1.1105736392108128,0.0,0.5720524017467249
733,273140,2932,1.3182293404767915,0.0,0.5067873303167421
734,273528,2936,1.4097408693728495,0.0,0.4954545454545455
735,273820,2940,1.1840743484061629,0.0,0.5
736,274208,2944,1.2144219257862794,0.0,0.5492957746478874
737,274692,2948,1.1638541860170517,0.0,0.5492424242424242
738,275080,2952,1.2985563942084961,0.0,0.47191011235955055
739,275372,2956,0.9050018111005981,0.0,0.6460674157303371
740,275792,2960,1.1115640526556363,0.0,0.5612244897959183
741,276276,2964,1.2721008421442055,0.0,0.44537815126050423
742,276568,2968,1.6667607769585973,0.0,0.494949494949495
743,276988,2972,1.224840827434347,0.0,0.5256410256410257
744,277440,2976,1.346740955365183,0.0,0.5135135135135135
745,277700,2980,1.0670521307476428,0.0,0.5074626865671642
746,277992,2984,1.122835525427003,0.0,0.503448275862069
747,278252,2988,1.284989064613976,0.0,0.5031055900621118
748,278576,2992,1.1879156070631653,0.0,0.45695364238410596
749,278932,2996,1.0262525494648551,0.0,0.553072625698324
750,279224,3000,1.4599201370211468,0.0,0.4689265536723164
751,279644,3004,1.1661244427196604,0.0,0.5358851674641149
752,279968,3008,1.7002970472287124,0.0,0.43805309734513276
753,280356,3012,0.9710221442318016,0.0,0.5977011494252874
754,280776,3016,1.3397738554980774,0.0,0.5469387755102041
755,281228,3020,1.3410169919294823,0.0,0.5098039215686274
756,281488,3024,1.0020820061027598,0.0,0.6380368098159509
757,281812,3028,1.2920838942739976,0.0,0.565
758,282168,3032,1.1513196166093953,0.0,0.5329949238578681
759,282492,3036,1.448287138079884,0.0,0.49230769230769234
760,282912,3040,0.9541809816157379,0.0,0.5251396648044693
761,283332,3044,0.9272102188989133,0.0,0.5812807881773399
762,283816,3048,1.2991549794025912,0.0,0.5125448028673835
763,284204,3052,1.214921254884519,0.0,0.5394736842105263
764,284720,3056,1.300303227329557,0.0,0.5114754098360655
765,285108,3060,1.2605683875044904,0.0,0.45454545454545453
766,285432,3064,1.2314111432902255,0.0,0.5025906735751295
767,285948,3068,0.7112189964671864,0.0,0.5706806282722513
768,286304,3072,1.4067102674563932,0.0,0.4931506849315068
769,286724,3076,1.3898324848137922,0.0,0.48559670781893005
770,286984,3080,1.0766375139248636,0.0,0.5763888888888888
771,287340,3084,1.2949497670101573,0.0,0.422680412371134
772,287600,3088,1.1326519012054177,0.0,0.6149068322981367
773,287924,3092,1.3675587215674074,0.0,0.5694444444444444
774,288312,3096,1.0154119796137593,0.0,0.5
775,288604,3100,1.4489893839696084,0.0,0.5404040404040404
776,289024,3104,1.1879652327906383,0.0,0.5130434782608696
777,289348,3108,1.0290783231892502,0.0,0.5662650602409639
778,289672,3112,0.932795173876755,0.0,0.5337837837837838
779,290060,3116,1.1013660856328094,0.0,0.5560975609756098
780,290416,3120,1.2380398018273708,0.0,0.5026455026455027
781,290868,3124,0.9099461715139083,0.0,0.6018099547511312
782,291416,3128,1.1670652389917027,0.0,0.45491803278688525
783,291740,3132,1.2193483849661662,0.0,0.5491329479768786
784,291968,3136,1.1228011809462946,0.0,0.5789473684210527
785,292452,3140,1.0830781408896024,0.0,0.5103734439834025
786,292808,3144,0.9264417547352888,0.0,0.5526315789473685
787,293132,3148,1.2246794170873008,0.0,0.5449438202247191
788,293456,3152,1.0804314601512965,0.0,0.572972972972973
789,293812,3156,1.2845284573231253,0.0,0.42857142857142855
790,294104,3160,1.3034620396411003,0.0,0.4713375796178344
791,294524,3164,1.6428456200213535,0.0,0.4983164983164983
792,294912,3168,1.5232252281518717,0.0,0.5254901960784314
793,295172,3172,1.4750548681711586,0.0,0.509090909090909
794,295496,3176,1.4130919011943153,0.0,0.48623853211009177
795,295852,3180,0.7300273219560239,0.0,0.6013986013986014
796,296240,3184,1.1452358925124055,0.0,0.5380952380952381
797,296564,3188,1.34137273142752,0.0,0.5458937198067633
798,296952,3192,1.4707895387276217,0.0,0.48333333333333334
799,297276,3196,0.8732851577047278,0.0,0.5850340136054422
800,297696,3200,0.9354827489636074,0.0,0.5561497326203209
801,297988,3204,1.2561719660910886,0.0,0.5460122699386503
802,298408,3208,1.1859183548545633,0.0,0.5
803,298860,3212,1.0853364824938125,0.0,0.5541666666666667
804,299248,3216,1.120337824740356,0.0,0.5605381165919282
805,299572,3220,1.0206810086135563,0.0,0.6132596685082873
806,299832,3224,1.359649451927105,0.0,0.5733333333333334
807,300188,3228,1.0367289647257614,0.0,0.5523255813953488
808,300672,3232,1.084153411459313,0.0,0.5254237288135594
809,300996,3236,0.9009451005857217,0.0,0.4930555555555556
810,301352,3240,1.5987860664907558,0.0,0.5138888888888888
811,301772,3244,1.53945252712823,0.0,0.4868913857677903
812,302160,3248,1.4397558969615754,0.0,0.5725490196078431
813,302484,3252,1.3202829544391697,0.0,0.518324607329843
814,302872,3256,0.9326597085273535,0.0,0.5968586387434555
815,303292,3260,1.3356329645544478,0.0,0.4798206278026906
816,303648,3264,1.2100174385450844,0.0,0.5406698564593302
817,304068,3268,1.1871011125159063,0.0,0.5776892430278885
818,304360,3272,1.1897425782268591,0.0,0.5649717514124294
819,304620,3276,1.2731732427274334,0.0,0.4825174825174825
820,304976,3280,1.16968981458257,0.0,0.6028708133971292
821,305460,3284,1.194669642577619,0.0,0.5114503816793893
822,305688,3288,0.8907460574170845,0.0,0.4731182795698925
823,306204,3292,1.1124266108514558,0.0,0.5354330708661418
824,306720,3296,0.815273599539192,0.0,0.5240641711229946
825,307108,3300,1.210596695728081,0.0,0.5466666666666666
826,307464,3304,1.2257894234381712,0.0,0.5025906735751295
827,307724,3308,1.4833971014726968,0.0,0.4413793103448276
828,307952,3312,1.1315995162694914,0.0,0.5230769230769231
829,308276,3316,1.2126407040606408,0.0,0.5360824742268041
830,308600,3320,1.1970829044327778,0.0,0.5321637426900585
831,308956,3324,0.957413995321659,0.0,0.5794871794871795
832,309376,3328,1.439159133427438,0.0,0.510548523206751
833,309700,3332,1.0218307844687362,0.0,0.5212121212121212
834,310056,3336,1.2913052599041608,0.0,0.47668393782383417
835,310444,3340,0.819954478257031,0.0,0.6123595505617978
836,310800,3344,1.0138894899184527,0.0,0.4936708860759494
837,311188,3348,1.4987366985710642,0.0,0.47619047619047616
838,311736,3352,1.0859365865214143,0.0,0.5892255892255892
839,312092,3356,0.9536374860995834,0.0,0.5515151515151515
840,312352,3360,1.292760939692723,0.0,0.5512820512820513
841,312612,3364,1.1089237660889761,0.0,0.5714285714285714
842,313064,3368,1.1950235159775902,0.0,0.524
843,313292,3372,1.1989312810312704,0.0,0.5428571428571428
844,313616,3376,1.3818974190307762,0.0,0.5095238095238095
845,313940,3380,1.1377548543164622,0.0,0.5638297872340425
846,314360,3384,1.1064054575352285,0.0,0.606694560669456
847,314748,3388,1.2684551766588081,0.0,0.515
848,315168,3392,1.310646374100681,0.0,0.4745762711864407
849,315716,3396,0.8929921399852366,0.0,0.59375
850,316072,3400,1.1419908937972734,0.0,0.5191256830601093
851,316556,3404,1.321322033515617,0.0,0.5321428571428571
852,316816,3408,0.9435722223511448,0.0,0.5895522388059702
853,317236,3412,1.3929198747930676,0.0,0.5196850393700787
854,317688,3416,1.0858689303585003,0.0,0.5283018867924528
855,318300,3420,0.9716390014146125,0.0,0.546875
856,318560,3424,1.697456758237172,0.0,0.5625
857,318916,3428,1.1384265381489438,0.0,0.5566502463054187
858,319272,3432,1.4643744076529353,0.0,0.5614754098360656
859,319660,3436,1.1231761175625283,0.0,0.4946236559139785
860,319984,3440,1.7965950884425474,0.0,0.4558139534883721
861,320532,3444,1.3103564306919127,0.0,0.5286624203821656
862,320792,3448,1.3646338526727835,0.0,0.48026315789473684
863,321020,3452,1.4403668997141594,0.0,0.5033112582781457
864,321280,3456,1.061193626406366,0.0,0.5571428571428572
865,321540,3460,1.3890434410174135,0.0,0.4864864864864865
866,321896,3464,1.2482354036698415,0.0,0.46938775510204084
867,322284,3468,0.8541500846571908,0.0,0.572289156626506
868,322640,3472,1.4089371726196391,0.0,0.515
869,322996,3476,0.8692889237185717,0.0,0.5679012345679012
870,323320,3480,1.3592521336619439,0.0,0.515625
871,323644,3484,1.3266329017585539,0.0,0.5533980582524272
872,323968,3488,0.9676367989502996,0.0,0.5935483870967742
873,324324,3492,1.2421932116381569,0.0,0.527027027027027
874,324712,3496,1.157148251167808,0.0,0.5388127853881278
875,325004,3500,1.3997693565228233,0.0,0.49162011173184356
876,325296,3504,1.111821900262619,0.0,0.4931506849315068
877,325620,3508,1.1898222378768313,0.0,0.5351351351351351
878,325976,3512,1.3896568956396524,0.0,0.4852941176470588
879,326396,3516,1.318332239728965,0.0,0.5137254901960784
880,326720,3520,0.950890676930243,0.0,0.5470588235294118
881,327076,3524,1.1674463056081004,0.0,0.5871559633027523
882,327592,3528,1.5579216780508827,0.0,0.45396825396825397
883,328268,3532,1.0307412659980195,0.0,0.5148809523809523
884,328560,3536,1.1309681391749562,0.0,0.5189873417721519
885,328980,3540,1.1984383693284046,0.0,0.5738396624472574
886,329304,3544,1.0203846014479094,0.0,0.6117021276595744
887,329692,3548,0.9062722973526025,0.0,0.6069651741293532
888,330080,3552,1.3289647881383142,0.0,0.5330739299610895
889,330628,3556,1.193439489918368,0.0,0.5448504983388704
890,330984,3560,0.9106121035524435,0.0,0.5384615384615384
891,331340,3564,1.2153066927901788,0.0,0.5221674876847291
892,331728,3568,1.1357409250445176,0.0,0.6192468619246861
893,332052,3572,1.1686591200298906,0.0,0.5721925133689839
894,332472,3576,1.2319927598285036,0.0,0.5564853556485355
895,332828,3580,1.0613617742526515,0.0,0.6020942408376964
896,333152,3584,1.4297143495129954,0.0,0.5523809523809524
897,333444,3588,1.2693064305618291,0.0,0.5251396648044693
898,333800,3592,1.4606001269773186,0.0,0.5109170305676856
899,334188,3596,1.0902707763099313,0.0,0.5118483412322274
900,334544,3600,0.7808756713815588,0.0,0.5724137931034483
901,334804,3604,0.978212247593624,0.0,0.5
902,335064,3608,0.86705617919132,0.0,0.5671641791044776
903,335516,3612,1.1926103152749563,0.0,0.5803921568627451
904,335936,3616,0.7027953768054178,0.0,0.6648648648648648
905,336196,3620,1.4728060421272253,0.0,0.5283018867924528
906,336520,3624,0.8686729704173214,0.0,0.5234899328859061
907,336780,3628,0.9466838847429723,0.0,0.6275862068965518
908,337072,3632,1.9015622024624403,0.0,0.4672897196261682
909,337364,3636,1.5186748156080094,0.0,0.48663101604278075
910,337656,3640,1.389264189603972,0.0,0.5767195767195767
911,338012,3644,0.8731161181439364,0.0,0.6127167630057804
912,338432,3648,1.0265532331132383,0.0,0.5669642857142857
913,338756,3652,1.0230225316171746,0.0,0.5810055865921788
914,339272,3656,0.9519593713111908,0.0,0.5280373831775701
915,339756,3660,1.2374002460329214,0.0,0.5671140939597316
916,340112,3664,0.8050800746602959,0.0,0.6130952380952381
917,340500,3668,1.3583762851400767,0.0,0.5490196078431373
918,340952,3672,1.0409575619080924,0.0,0.5585585585585585
919,341308,3676,1.153031958957323,0.0,0.518324607329843
920,341696,3680,1.3820970743217078,0.0,0.48214285714285715
921,342116,3684,1.1362381972591322,0.0,0.5675675675675675
922,342344,3688,1.196814500131291,0.0,0.5390625
923,342700,3692,1.4621453403860942,0.0,0.5087719298245614
924,343120,3696,1.3620051673454858,0.0,0.5348837209302325
925,343508,3700,1.0034358011888391,0.0,0.5303030303030303
926,343992,3704,1.0317586067581554,0.0,0.5321100917431193
927,344412,3708,1.1408933884820167,0.0,0.5622317596566524
928,344672,3712,0.9928919287368069,0.0,0.5203252032520326
929,345124,3716,1.2766886037056915,0.0,0.4979757085020243
930,345480,3720,1.2068732245759812,0.0,0.5463414634146342
931,345900,3724,1.1396360373489203,0.0,0.5532786885245902
932,346288,3728,1.432109794517067,0.0,0.5478927203065134
933,346612,3732,1.2471842450186876,0.0,0.5208333333333334
934,347096,3736,1.3186276174129914,0.0,0.5529801324503312
935,347420,3740,1.3108285863446698,0.0,0.5268817204301075
936,347872,3744,0.9021192568426523,0.0,0.6264591439688716
937,348260,3748,1.0676458603703332,0.0,0.49489795918367346
938,348520,3752,1.1212948835145289,0.0,0.5158730158730159
939,348876,3756,1.1820952201506438,0.0,0.5395348837209303
940,349264,3760,0.9969407349349951,0.0,0.5773195876288659
941,349588,3764,1.2251069031594235,0.0,0.5056818181818182
942,349944,3768,0.9543656920631757,0.0,0.5542857142857143
943,350364,3772,1.2987703190672581,0.0,0.5252918287937743
944,350752,3776,1.111486975662242,0.0,0.49514563106796117
945,351076,3780,1.1755259298388336,0.0,0.5736842105263158
946,351496,3784,0.9656598412039974,0.0,0.6324786324786325
947,351820,3788,0.8908254987077452,0.0,0.5182481751824818
948,352304,3792,1.3248248046803153,0.0,0.541095890410959
949,352756,3796,0.8254072947806949,0.0,0.5240641711229946
950,353144,3800,0.9902016131924757,0.0,0.5224719101123596
951,353692,3804,1.1098098600887667,0.0,0.5464285714285714
952,354016,3808,1.1084249033753621,0.0,0.5956284153005464
