step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
2584,230112,10336,0.011195854809304252,1.0,1.0,,,,,
2585,230180,10340,0.010663394941726665,1.0,1.0,0.008778600436260149,1.0,1.0,,
2586,230248,10344,0.007479039333871072,1.0,1.0,,,,,
2587,230348,10348,0.009301020745504141,1.0,1.0,,,,,
2588,230448,10352,0.006235760741096404,1.0,1.0,,,,,
2589,230548,10356,0.00821219567063281,1.0,1.0,,,,,
2590,230616,10360,0.007987598070320415,1.0,1.0,,,,,
2591,230716,10364,0.006978410458987884,1.0,1.0,,,,,
2592,230816,10368,0.004665604875008095,1.0,1.0,,,,,
2593,230916,10372,0.006994275399865065,1.0,1.0,0.008737392908259381,1.0,1.0,,
2594,230984,10376,0.007416319440828829,1.0,1.0,,,,,
2595,231052,10380,0.0090447021974677,1.0,1.0,,,,,
2596,231152,10384,0.006618440311547146,1.0,1.0,,,,,
2597,231252,10388,0.011412214992332302,1.0,1.0,,,,,
2598,231352,10392,0.010396958586023667,1.0,1.0,,,,,
2599,231452,10396,0.007631089963535277,1.0,1.0,,,,,
2600,231520,10400,0.009478037289741224,1.0,1.0,,,,,
2601,231620,10404,0.006818662247741352,1.0,1.0,0.008671864826706007,1.0,1.0,,
2602,231720,10408,0.0072996776032202134,1.0,1.0,,,,,
2603,231852,10412,0.007453312874244275,1.0,1.0,,,,,
2604,231920,10416,0.0065232351383333765,1.0,1.0,,,,,
2605,231988,10420,0.011722844693867671,1.0,1.0,,,,,
2606,232088,10424,0.007525517758761566,1.0,1.0,,,,,
2607,232156,10428,0.009510206778302718,1.0,1.0,,,,,
2608,232224,10432,0.007045066342281814,1.0,1.0,,,,,
2609,232324,10436,0.009983070239842864,1.0,1.0,0.007661845117080001,1.0,1.0,,
2610,232392,10440,0.00803042725309595,1.0,1.0,,,,,
2611,232492,10444,0.007372347311309777,1.0,1.0,,,,,
2612,232560,10448,0.007344965815120154,1.0,1.0,,,,,
2613,232660,10452,0.009353157647692996,1.0,1.0,,,,,
2614,232760,10456,0.009689291894880997,1.0,1.0,,,,,
2615,232860,10460,0.008523028140039914,1.0,1.0,,,,,
2616,232960,10464,0.00788510456175492,1.0,1.0,,,,,
2617,233060,10468,0.006712604879208092,1.0,1.0,0.007373361407581741,1.0,1.0,,
2618,233160,10472,0.008051406269563681,1.0,1.0,,,,,
2619,233260,10476,0.0075716943877381,1.0,1.0,,,,,
2620,233328,10480,0.007283946017207833,1.0,1.0,,,,,
2621,233428,10484,0.007405710260793608,1.0,1.0,,,,,
2622,233496,10488,0.009557664666091733,1.0,1.0,,,,1.0,0.9999999999999989
2623,233564,10492,0.00671506382661562,1.0,1.0,,,,,
2624,233632,10496,0.009357940480197086,1.0,1.0,,,,,
2625,233732,10500,0.007916281532647153,1.0,1.0,0.009109495732386357,1.0,1.0,,
2626,233832,10504,0.01346727237427899,1.0,1.0,,,,,
2627,233964,10508,0.006079044282941767,1.0,1.0,,,,,
2628,234064,10512,0.010994338073115083,1.0,1.0,,,,,
2629,234164,10516,0.006234620057783881,1.0,1.0,,,,,
2630,234232,10520,0.010091680161312552,1.0,1.0,,,,,
2631,234332,10524,0.006424616104666398,1.0,1.0,,,,,
2632,234432,10528,0.007030486468216282,1.0,1.0,,,,,
2633,234532,10532,0.007482549934058132,1.0,1.0,0.008937600685528083,1.0,1.0,,
2634,234632,10536,0.006807981551257663,1.0,1.0,,,,,
2635,234700,10540,0.010350163915622941,1.0,1.0,,,,,
2636,234800,10544,0.008064891248060821,1.0,1.0,,,,,
2637,234900,10548,0.007436910991595103,1.0,1.0,,,,,
2638,234968,10552,0.007106253639159378,1.0,1.0,,,,,
2639,235036,10556,0.011677974851186549,1.0,1.0,,,,,
2640,235136,10560,0.007332100192206898,1.0,1.0,,,,,
2641,235236,10564,0.007956333179579087,1.0,1.0,0.010230918202800298,1.0,1.0,,
2642,235304,10568,0.00697851084440444,1.0,1.0,,,,,
2643,235372,10572,0.007852563429902376,1.0,1.0,,,,,
2644,235472,10576,0.006072776120225995,1.0,1.0,,,,,
2645,235572,10580,0.009570861858665486,1.0,1.0,,,,,
2646,235704,10584,0.00784648450081459,1.0,1.0,,,,,
2647,235772,10588,0.011810709882231834,1.0,1.0,,,,,
2648,235872,10592,0.007843454235963445,1.0,1.0,,,,,
2649,235940,10596,0.008467459100236212,1.0,1.0,0.009979043045420893,1.0,1.0,,
2650,236008,10600,0.01101496126248385,1.0,1.0,,,,,
2651,236108,10604,0.008335705795534902,1.0,1.0,,,,,
2652,236208,10608,0.005375957578381617,1.0,1.0,,,,,
2653,236308,10612,0.005884038019914706,1.0,1.0,,,,,
2654,236408,10616,0.009128831588968845,1.0,1.0,,,,,
2655,236508,10620,0.008803319649079431,1.0,1.0,,,,,
2656,236608,10624,0.010831758675026795,1.0,1.0,,,,,
2657,236708,10628,0.005752731512332806,1.0,1.0,0.01176814112531531,1.0,1.0,,
2658,236776,10632,0.007920577601947799,1.0,1.0,,,,,
2659,236876,10636,0.006298192829614872,1.0,1.0,,,,,
2660,236976,10640,0.006749994747628989,1.0,1.0,,,,,
2661,237044,10644,0.011118196136663698,1.0,1.0,,,,,
2662,237112,10648,0.009298392437100773,1.0,1.0,,,,,
2663,237180,10652,0.008840585415753992,1.0,1.0,,,,,
2664,237248,10656,0.007570585399928262,1.0,1.0,,,,,
2665,237348,10660,0.006681576776746472,1.0,1.0,0.008278003390627191,1.0,1.0,,
2666,237416,10664,0.010030071604857796,1.0,1.0,,,,,
2667,237516,10668,0.006898812173060378,1.0,1.0,,,,,
2668,237616,10672,0.006133663978556949,1.0,1.0,,,,,
2669,237716,10676,0.008391323652886343,1.0,1.0,,,,,
2670,237816,10680,0.009373036765028929,1.0,1.0,,,,,
2671,237884,10684,0.010352392127867987,1.0,1.0,,,,,
2672,237984,10688,0.00853281790399194,1.0,1.0,,,,,
2673,238084,10692,0.009169524646104795,1.0,1.0,0.011340318970589108,1.0,1.0,,
2674,238184,10696,0.0068742994454614355,1.0,1.0,,,,,
2675,238284,10700,0.006137527851428028,1.0,1.0,,,,,
2676,238352,10704,0.009631224620203228,1.0,1.0,,,,,
2677,238452,10708,0.006200238172975789,1.0,1.0,,,,,
2678,238552,10712,0.011227307559453836,1.0,1.0,,,,,
2679,238620,10716,0.00836876448257442,1.0,1.0,,,,,
2680,238688,10720,0.009890930928136258,1.0,1.0,,,,,
2681,238820,10724,0.006491701813637895,1.0,1.0,0.006495177676663957,1.0,1.0,,
2682,238920,10728,0.008961187834762163,1.0,1.0,,,,,
2683,238988,10732,0.010117274709109204,1.0,1.0,,,,,
2684,239088,10736,0.005706916795433965,1.0,1.0,,,,,
2685,239156,10740,0.011856863700563876,1.0,1.0,,,,,
2686,239256,10744,0.008747187237615322,1.0,1.0,,,,,
2687,239324,10748,0.011649509201029746,1.0,1.0,,,,,
2688,239392,10752,0.008029430940881212,1.0,1.0,,,,,
2689,239524,10756,0.007090099210463876,1.0,1.0,0.008928206221540416,1.0,1.0,,
2690,239592,10760,0.010517975968758293,1.0,1.0,,,,,
2691,239692,10764,0.007808121609538834,1.0,1.0,,,,,
2692,239792,10768,0.009528800948482448,1.0,1.0,,,,,
2693,239892,10772,0.006885257115072203,1.0,1.0,,,,,
2694,239960,10776,0.008334532836665716,1.0,1.0,,,,,
2695,240060,10780,0.009398644612697923,1.0,1.0,,,,,
2696,240128,10784,0.012452485362413767,1.0,1.0,,,,,
2697,240228,10788,0.008038321533795594,1.0,1.0,0.00964498232038025,1.0,1.0,,
2698,240296,10792,0.009925507584378296,1.0,1.0,,,,,
2699,240364,10796,0.006073645969691911,1.0,1.0,,,,,
2700,240464,10800,0.008148592147996396,1.0,1.0,,,,,
2701,240564,10804,0.009072220031425786,1.0,1.0,,,,,
2702,240664,10808,0.007149644691667162,1.0,1.0,,,,,
2703,240764,10812,0.007847723542584313,1.0,1.0,,,,,
2704,240864,10816,0.00830886874423707,1.0,1.0,,,,,
2705,240964,10820,0.005516381766918055,1.0,1.0,0.00746954696567073,1.0,1.0,,
2706,241064,10824,0.011627903547650554,1.0,1.0,,,,,
2707,241164,10828,0.009312708596789463,1.0,1.0,,,,,
2708,241264,10832,0.00795626233806672,1.0,1.0,,,,,
2709,241364,10836,0.007589726072620853,1.0,1.0,,,,,
2710,241464,10840,0.00870682353975724,1.0,1.0,,,,,
2711,241564,10844,0.005028510811519406,1.0,1.0,,,,,
2712,241664,10848,0.007833135635687731,1.0,1.0,,,,,
2713,241764,10852,0.008671080863462065,1.0,1.0,0.012327467827297198,1.0,1.0,,
2714,241832,10856,0.008399469602168778,1.0,1.0,,,,,
2715,241900,10860,0.010638603111751195,1.0,1.0,,,,,
2716,241968,10864,0.010910750972514479,1.0,1.0,,,,,
2717,242068,10868,0.008279675267072358,1.0,1.0,,,,,
2718,242168,10872,0.007500876494811828,1.0,1.0,,,,,
2719,242268,10876,0.006935988268046552,1.0,1.0,,,,,
2720,242336,10880,0.010997150079374478,1.0,1.0,,,,,
2721,242436,10884,0.005021845483010262,1.0,1.0,0.010265260320137769,1.0,1.0,,
2722,242536,10888,0.008013940601498843,1.0,1.0,,,,,
2723,242636,10892,0.0096585595289154,1.0,1.0,,,,,
2724,242704,10896,0.012458915699678243,1.0,1.0,,,,,
2725,242804,10900,0.006478067818695005,1.0,1.0,,,,,
2726,242904,10904,0.006123457058775444,1.0,1.0,,,,,
2727,242972,10908,0.007225423551397226,1.0,1.0,,,,,
2728,243072,10912,0.008636159538338763,1.0,1.0,,,,,
2729,243140,10916,0.008284727066012607,1.0,1.0,0.00909245942558897,1.0,1.0,,
2730,243240,10920,0.007882225205522033,1.0,1.0,,,,,
2731,243340,10924,0.006424181153961209,1.0,1.0,,,,,
2732,243408,10928,0.012126819933725132,1.0,1.0,,,,,
2733,243476,10932,0.008973368128694688,1.0,1.0,,,,,
2734,243544,10936,0.011114491166938478,1.0,1.0,,,,,
2735,243644,10940,0.006280168770350277,1.0,1.0,,,,,
2736,243744,10944,0.010275729336758086,1.0,1.0,,,,,
2737,243844,10948,0.004656091057210006,1.0,1.0,0.008645620512102426,1.0,1.0,,
2738,243944,10952,0.0054535341029455725,1.0,1.0,,,,,
2739,244044,10956,0.007479487723225778,1.0,1.0,,,,,
2740,244144,10960,0.006738610430200632,1.0,1.0,,,,,
2741,244244,10964,0.007140123573904305,1.0,1.0,,,,,
2742,244312,10968,0.006734583061721792,1.0,1.0,,,,,
2743,244412,10972,0.007404095245853833,1.0,1.0,,,,,
2744,244512,10976,0.006829822634096084,1.0,1.0,,,,,
2745,244612,10980,0.006849565207056495,1.0,1.0,0.0074841294160560776,1.0,1.0,,
2746,244712,10984,0.010658389607331932,1.0,1.0,,,,,
2747,244780,10988,0.007726684957407883,1.0,1.0,,,,,
2748,244848,10992,0.009931824230097275,1.0,1.0,,,,,
2749,244916,10996,0.008113763699719528,1.0,1.0,,,,,
2750,245016,11000,0.006898920222578226,1.0,1.0,,,,,
2751,245084,11004,0.010672775974019973,1.0,1.0,,,,,
2752,245184,11008,0.05762769752323011,0.75,0.75,,,,,
2753,245252,11012,0.009290159953970872,1.0,1.0,0.008087228675863825,1.0,1.0,,
2754,245320,11016,0.005981287371839699,1.0,1.0,,,,,
2755,245388,11020,0.006939912082996144,1.0,1.0,,,,,
2756,245456,11024,0.010671821655759714,1.0,1.0,,,,,
2757,245556,11028,0.06028899669103132,0.75,0.75,,,,,
2758,245656,11032,0.007193040340211211,1.0,1.0,,,,,
2759,245756,11036,0.02213306385871543,0.75,0.75,,,,,
2760,245856,11040,0.009853476915352863,1.0,1.0,,,,,
2761,245956,11044,0.00817766599572072,1.0,1.0,0.006913951428144145,1.0,1.0,,
2762,246024,11048,0.00871337384870671,1.0,1.0,,,,,
2763,246124,11052,0.006211300942390588,1.0,1.0,,,,,
2764,246224,11056,0.007386092808002709,1.0,1.0,,,,,
2765,246356,11060,0.018378922429836634,0.75,0.75,,,,,
2766,246456,11064,0.005680614964722205,1.0,1.0,,,,,
2767,246556,11068,0.007250488210585597,1.0,1.0,,,,,
2768,246624,11072,0.007454711541364249,1.0,1.0,,,,,
2769,246724,11076,0.007064185259912961,1.0,1.0,0.00836216532766798,1.0,1.0,,
2770,246792,11080,0.009343483776530801,1.0,1.0,,,,,
2771,246860,11084,0.009254824155224241,1.0,1.0,,,,,
2772,246960,11088,0.007379696279153241,1.0,1.0,,,,,
2773,247060,11092,0.006541305229290326,1.0,1.0,,,,,
2774,247128,11096,0.00923276794848789,1.0,1.0,,,,,
2775,247196,11100,0.008679990517035776,1.0,1.0,,,,,
2776,247296,11104,0.006694951787103492,1.0,1.0,,,,,
2777,247364,11108,0.012067936764692887,1.0,1.0,0.008582787421415786,1.0,1.0,,
2778,247464,11112,0.007727348498169325,1.0,1.0,,,,,
2779,247532,11116,0.01095612799872015,1.0,1.0,,,,,
2780,247600,11120,0.010368827199895066,1.0,1.0,,,,,
2781,247668,11124,0.008964843515933579,1.0,1.0,,,,,
2782,247768,11128,0.004056447446225396,1.0,1.0,,,,,
2783,247868,11132,0.007659614436587011,1.0,1.0,,,,,
2784,247936,11136,0.00987095738671087,1.0,1.0,,,,,
2785,248004,11140,0.0065311657750450535,1.0,1.0,0.007479364794786534,1.0,1.0,,
2786,248104,11144,0.006481509883913835,1.0,1.0,,,,,
2787,248204,11148,0.005978994250369851,1.0,1.0,,,,,
2788,248272,11152,0.01059531695390092,1.0,1.0,,,,,
2789,248372,11156,0.0066859970790763635,1.0,1.0,,,,,
2790,248472,11160,0.006096528308130852,1.0,1.0,,,,,
2791,248572,11164,0.006551843807693913,1.0,1.0,,,,,
2792,248640,11168,0.008390776642684727,1.0,1.0,,,,,
2793,248708,11172,0.011592916737212137,1.0,1.0,0.006724687540882617,1.0,1.0,,
2794,248776,11176,0.008736484027192263,1.0,1.0,,,,,
2795,248876,11180,0.00801050121743818,1.0,1.0,,,,,
2796,248944,11184,0.007563434478616386,1.0,1.0,,,,,
2797,249044,11188,0.00878339766935729,1.0,1.0,,,,,
2798,249112,11192,0.011237063065876214,1.0,1.0,,,,,
2799,249180,11196,0.010332487229850642,1.0,1.0,,,,,
2800,249248,11200,0.010104959578095814,1.0,1.0,,,,,
2801,249316,11204,0.007087601968639631,1.0,1.0,0.007307472139772528,1.0,1.0,,
2802,249416,11208,0.008221556086615655,1.0,1.0,,,,,
2803,249484,11212,0.00781447878059538,1.0,1.0,,,,,
2804,249584,11216,0.006377926711100959,1.0,1.0,,,,,
2805,249652,11220,0.00791164644566045,1.0,1.0,,,,,
2806,249752,11224,0.007551275295575504,1.0,1.0,,,,,
2807,249852,11228,0.00807618244020072,1.0,1.0,,,,,
2808,249952,11232,0.00783592889204423,1.0,1.0,,,,,
2809,250020,11236,0.008118665066323841,1.0,1.0,0.008343252869075286,1.0,1.0,,
2810,250088,11240,0.007762608039593884,1.0,1.0,,,,,
2811,250188,11244,0.010534496976117065,1.0,1.0,,,,,
2812,250288,11248,0.008493512628721002,1.0,1.0,,,,,
2813,250388,11252,0.006797996940770097,1.0,1.0,,,,,
2814,250456,11256,0.00994436591591665,1.0,1.0,,,,,
2815,250524,11260,0.006522817101737532,1.0,1.0,,,,,
2816,250592,11264,0.012496224668308286,1.0,1.0,,,,,
2817,250692,11268,0.007271125710232459,1.0,1.0,0.00934364821362351,1.0,1.0,,
2818,250792,11272,0.006677680599035229,1.0,1.0,,,,,
2819,250860,11276,0.00895691743537057,1.0,1.0,,,,,
2820,250960,11280,0.00908434149573613,1.0,1.0,,,,,
2821,251060,11284,0.006920755851672689,1.0,1.0,,,,,
2822,251160,11288,0.006997321589525238,1.0,1.0,,,,,
2823,251228,11292,0.007768211050712992,1.0,1.0,,,,,
2824,251296,11296,0.009489905611204393,1.0,1.0,,,,,
2825,251364,11300,0.009563124652620589,1.0,1.0,0.009774511253963567,1.0,1.0,,
2826,251464,11304,0.005545709816013608,1.0,1.0,,,,,
2827,251564,11308,0.005971086501125646,1.0,1.0,,,,,
2828,251664,11312,0.007478665706163478,1.0,1.0,,,,,
2829,251764,11316,0.00784801511561208,1.0,1.0,,,,,
2830,251864,11320,0.007349961827623872,1.0,1.0,,,,,
2831,251964,11324,0.0061668194387849455,1.0,1.0,,,,,
2832,252064,11328,0.009651146206853199,1.0,1.0,,,,,
2833,252132,11332,0.01212784665837148,1.0,1.0,0.009263933132447022,1.0,1.0,,
2834,252200,11336,0.00991791933921718,1.0,1.0,,,,,
2835,252268,11340,0.008947098516371595,1.0,1.0,,,,,
2836,252368,11344,0.0077840313102643666,1.0,1.0,,,,,
2837,252468,11348,0.007412195341814656,1.0,1.0,,,,,
2838,252536,11352,0.008888861350264536,1.0,1.0,,,,,
2839,252636,11356,0.0104972221428379,1.0,1.0,,,,,
2840,252704,11360,0.0073442988632564255,1.0,1.0,,,,,
2841,252836,11364,0.007566906632647062,1.0,1.0,0.008230416342565123,1.0,1.0,,
2842,252936,11368,0.006921369890428509,1.0,1.0,,,,,
2843,253004,11372,0.011985538510938556,1.0,1.0,,,,,
2844,253072,11376,0.011171264282909876,1.0,1.0,,,,,
2845,253140,11380,0.012140766132847569,1.0,1.0,,,,,
2846,253240,11384,0.008225101679347138,1.0,1.0,,,,,
2847,253308,11388,0.008642282624643513,1.0,1.0,,,,,
2848,253408,11392,0.007566080575183539,1.0,1.0,,,,,
2849,253508,11396,0.006878250928623118,1.0,1.0,0.01192575652961551,1.0,1.0,,
2850,253608,11400,0.005419273111903114,1.0,1.0,,,,,
2851,253708,11404,0.009230055744697267,1.0,1.0,,,,,
2852,253808,11408,0.007497395925439747,1.0,1.0,,,,,
2853,253876,11412,0.010745645945738716,1.0,1.0,,,,,
2854,254008,11416,0.006454599254089071,1.0,1.0,,,,,
2855,254108,11420,0.00884063673743493,1.0,1.0,,,,,
2856,254208,11424,0.007606566601107451,1.0,1.0,,,,,
2857,254308,11428,0.006673564482570668,1.0,1.0,0.00727702271483982,1.0,1.0,,
2858,254408,11432,0.006711424142676327,1.0,1.0,,,,,
2859,254476,11436,0.01073096087924732,1.0,1.0,,,,,
2860,254576,11440,0.0075396303004284,1.0,1.0,,,,,
2861,254676,11444,0.00874581921759661,1.0,1.0,,,,,
2862,254776,11448,0.006440045791608308,1.0,1.0,,,,,
2863,254844,11452,0.008800977209940478,1.0,1.0,,,,,
2864,254944,11456,0.0063976984347921826,1.0,1.0,,,,,
2865,255012,11460,0.00835747238120348,1.0,1.0,0.018270208212413194,1.0,1.0,,
2866,255112,11464,0.008274873465360886,1.0,1.0,,,,,
2867,255180,11468,0.010924160948920304,1.0,1.0,,,,,
2868,255248,11472,0.009712205392818307,1.0,1.0,,,,,
2869,255316,11476,0.00919208972772994,1.0,1.0,,,,,
2870,255416,11480,0.008103377765590095,1.0,1.0,,,,,
2871,255516,11484,0.004803752448015183,1.0,1.0,,,,,
2872,255584,11488,0.008442507324685735,1.0,1.0,,,,,
2873,255652,11492,0.007839054531462821,1.0,1.0,0.007342937524162494,1.0,1.0,,
2874,255752,11496,0.008926082688633982,1.0,1.0,,,,,
2875,255852,11500,0.00538435155103438,1.0,1.0,,,,,
2876,255920,11504,0.01014729912600913,1.0,1.0,,,,,
2877,256020,11508,0.008124677162827441,1.0,1.0,,,,,
2878,256120,11512,0.0053897598927725695,1.0,1.0,,,,,
2879,256188,11516,0.012151985870994083,1.0,1.0,,,,,
2880,256256,11520,0.008808856374160854,1.0,1.0,,,,,
2881,256356,11524,0.005262569357485488,1.0,1.0,0.008053294941667417,1.0,1.0,,
2882,256456,11528,0.009417872753781182,1.0,1.0,,,,,
2883,256556,11532,0.009132164627297734,1.0,1.0,,,,,
2884,256656,11536,0.008042364167435874,1.0,1.0,,,,,
2885,256756,11540,0.007048734504622018,1.0,1.0,,,,,
2886,256824,11544,0.01250803984676637,1.0,1.0,,,,,
2887,256924,11548,0.00721104129490262,1.0,1.0,,,,,
2888,257024,11552,0.0065641797198352945,1.0,1.0,,,,,
2889,257124,11556,0.008900588513185188,1.0,1.0,0.007735335005806973,1.0,1.0,,
2890,257192,11560,0.00889908302808678,1.0,1.0,,,,,
2891,257292,11564,0.006407536374789611,1.0,1.0,,,,,
2892,257360,11568,0.007983128060224375,1.0,1.0,,,,,
2893,257460,11572,0.010429601931264377,1.0,1.0,,,,,
2894,257560,11576,0.008707919774334888,1.0,1.0,,,,,
2895,257660,11580,0.008266866198450675,1.0,1.0,,,,,
2896,257760,11584,0.009326229074551976,1.0,1.0,,,,,
2897,257828,11588,0.00781232720324553,1.0,1.0,0.007312611994930905,1.0,1.0,,
2898,257928,11592,0.007042355768922069,1.0,1.0,,,,,
2899,257996,11596,0.008555307286621457,1.0,1.0,,,,,
2900,258096,11600,0.008020734746674236,1.0,1.0,,,,,
2901,258196,11604,0.006510321258742617,1.0,1.0,,,,,
2902,258296,11608,0.007441029082804486,1.0,1.0,,,,,
2903,258396,11612,0.005560210949707218,1.0,1.0,,,,,
2904,258464,11616,0.00985772647707094,1.0,1.0,,,,,
2905,258596,11620,0.011085956922199287,1.0,1.0,0.00916412528502434,1.0,1.0,,
2906,258664,11624,0.008060504557760736,1.0,1.0,,,,,
2907,258764,11628,0.006354569404227562,1.0,1.0,,,,,
2908,258864,11632,0.0051114296507165586,1.0,1.0,,,,,
2909,258932,11636,0.006024106938740062,1.0,1.0,,,,,
2910,259032,11640,0.007448097100525314,1.0,1.0,,,,,
2911,259100,11644,0.007945544855533343,1.0,1.0,,,,,
2912,259168,11648,0.008509447095570053,1.0,1.0,,,,,
2913,259236,11652,0.0101330005689357,1.0,1.0,0.007786314778456073,1.0,1.0,,
2914,259336,11656,0.014001992384742342,0.75,0.75,,,,,
2915,259404,11660,0.01098888520337482,1.0,1.0,,,,,
2916,259472,11664,0.010840841557265436,1.0,1.0,,,,,
2917,259572,11668,0.10229093261196291,0.75,0.75,,,,,
2918,259640,11672,0.007394726732842685,1.0,1.0,,,,,
2919,259740,11676,0.0064117292625909756,1.0,1.0,,,,,
2920,259840,11680,0.006173046032311382,1.0,1.0,,,,,
2921,259940,11684,0.005904845206167028,1.0,1.0,0.008315325630643997,1.0,1.0,,
2922,260008,11688,0.11413104695943985,0.75,0.75,,,,,
2923,260076,11692,0.007139067789215404,1.0,1.0,,,,,
2924,260144,11696,0.010871799504979336,1.0,1.0,,,,,
2925,260212,11700,0.00949915704773062,1.0,1.0,,,,,
2926,260280,11704,0.009371660354071878,1.0,1.0,,,,,
2927,260380,11708,0.006793580062771413,1.0,1.0,,,,,
2928,260480,11712,0.005826237450319714,1.0,1.0,,,,,
2929,260548,11716,0.008879459422986713,1.0,1.0,0.11077546478358782,0.75,0.75,,
2930,260616,11720,0.007634568541800776,1.0,1.0,,,,,
2931,260716,11724,0.008914561185324932,1.0,1.0,,,,,
2932,260816,11728,0.0076507138127137365,1.0,1.0,,,,,
2933,260884,11732,0.010960534886809353,1.0,1.0,,,,,
2934,260984,11736,0.0072403014505259934,1.0,1.0,,,,,
2935,261084,11740,0.007747474403261734,1.0,1.0,,,,,
2936,261152,11744,0.011645051662077535,1.0,1.0,,,,,
2937,261220,11748,0.009782113695827663,1.0,1.0,0.007140365942892687,1.0,1.0,,
2938,261320,11752,0.00789658405971977,1.0,1.0,,,,,
2939,261420,11756,0.009823967695409693,1.0,1.0,,,,,
2940,261520,11760,0.004999431786054251,1.0,1.0,,,,,
2941,261588,11764,0.010337876213614976,1.0,1.0,,,,,
2942,261688,11768,0.006938160990070705,1.0,1.0,,,,,
2943,261756,11772,0.00946092183897946,1.0,1.0,,,,,
2944,261856,11776,0.01051271620504546,1.0,1.0,,,,,
2945,261956,11780,0.008520561864525576,1.0,1.0,0.00727620451758014,1.0,1.0,,
2946,262024,11784,0.011369254020927146,1.0,1.0,,,,,
2947,262092,11788,0.008483994694925626,1.0,1.0,,,,,
2948,262192,11792,0.08245329965621258,0.75,0.75,,,,,
2949,262260,11796,0.010479782889156155,1.0,1.0,,,,,
2950,262360,11800,0.006128358829511172,1.0,1.0,,,,,
2951,262428,11804,0.011223195151599157,1.0,1.0,,,,,
2952,262528,11808,0.007638438492282091,1.0,1.0,,,,,
2953,262628,11812,0.009507121860564021,1.0,1.0,0.007601240181097637,1.0,1.0,,
2954,262728,11816,0.05163777253859279,0.75,0.75,,,,,
2955,262828,11820,0.011103193429482683,1.0,1.0,,,,,
2956,262928,11824,0.005653354212791253,1.0,1.0,,,,,
2957,263028,11828,0.009031083154992908,1.0,1.0,,,,,
2958,263128,11832,0.007971396253091333,1.0,1.0,,,,,
2959,263228,11836,0.00728463164351666,1.0,1.0,,,,,
2960,263296,11840,0.012352749440043168,1.0,1.0,,,,,
2961,263364,11844,0.009981492863916515,1.0,1.0,0.01052032850879243,1.0,1.0,,
2962,263464,11848,0.008001466931400312,1.0,1.0,,,,,
2963,263564,11852,0.006599926107253206,1.0,1.0,,,,,
2964,263664,11856,0.008569944199422063,1.0,1.0,,,,,
2965,263764,11860,0.006336232775444916,1.0,1.0,,,,,
2966,263864,11864,0.006196138233604909,1.0,1.0,,,,,
2967,263932,11868,0.006113926560901461,1.0,1.0,,,,,
2968,264000,11872,0.009134743269621597,1.0,1.0,,,,,
2969,264100,11876,0.00929916444972567,1.0,1.0,0.009999615589354676,1.0,1.0,,
2970,264168,11880,0.008094434169870511,1.0,1.0,,,,,
2971,264236,11884,0.012290289130004338,1.0,1.0,,,,,
2972,264336,11888,0.008148294846708192,1.0,1.0,,,,,
2973,264436,11892,0.008643019930355393,1.0,1.0,,,,,
2974,264536,11896,0.006863062449538594,1.0,1.0,,,,,
2975,264636,11900,0.007499022808823383,1.0,1.0,,,,,
2976,264736,11904,0.006652424069875024,1.0,1.0,,,,,
2977,264836,11908,0.005765655642041168,1.0,1.0,0.008493266118763929,1.0,1.0,,
2978,264904,11912,0.008637880240304981,1.0,1.0,,,,,
2979,265004,11916,0.005834686989906384,1.0,1.0,,,,,
2980,265072,11920,0.006461612673069794,1.0,1.0,,,,,
2981,265172,11924,0.01005882183797534,1.0,1.0,,,,,
2982,265272,11928,0.007076560719882538,1.0,1.0,,,,,
2983,265372,11932,0.00743072106555663,1.0,1.0,,,,,
2984,265472,11936,0.007239244127590799,1.0,1.0,,,,,
2985,265572,11940,0.006951599838428895,1.0,1.0,0.012785138652663973,1.0,1.0,,
2986,265672,11944,0.00920265942940574,1.0,1.0,,,,,
2987,265740,11948,0.01076287889971269,1.0,1.0,,,,,
2988,265840,11952,0.010699676325912719,1.0,1.0,,,,,
2989,265908,11956,0.011694298872656076,1.0,1.0,,,,,
2990,265976,11960,0.007204849779282654,1.0,1.0,,,,,
2991,266044,11964,0.0067012020272011336,1.0,1.0,,,,,
2992,266112,11968,0.009250694417390265,1.0,1.0,,,,,
2993,266180,11972,0.008388493651540685,1.0,1.0,0.008859505846147116,1.0,1.0,,
2994,266248,11976,0.011519127222466638,1.0,1.0,,,,,
2995,266316,11980,0.031110076401611623,0.75,0.75,,,,,
2996,266384,11984,0.013495632203324845,1.0,1.0,,,,,
2997,266484,11988,0.006625658139773804,1.0,1.0,,,,,
2998,266584,11992,0.004857920274405671,1.0,1.0,,,,,
2999,266652,11996,0.011115688511418824,1.0,1.0,,,,,
3000,266720,12000,0.006073156841448508,1.0,1.0,,,,,
3001,266820,12004,0.007526908455092403,1.0,1.0,0.00877742331207358,1.0,1.0,,
3002,266920,12008,0.004484891928966779,1.0,1.0,,,,,
3003,267020,12012,0.006500136898611686,1.0,1.0,,,,,
3004,267120,12016,0.009506236308028425,1.0,1.0,,,,,
3005,267220,12020,0.00810217793383629,1.0,1.0,,,,,
3006,267288,12024,0.008290636357314866,1.0,1.0,,,,,
