step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
4087,363708,16348,0.00903402918423552,1.0,1.0,,,,,
4088,363776,16352,0.007989030084237358,1.0,1.0,,,,,
4089,363876,16356,0.005301237974444651,1.0,1.0,0.008199601977462407,1.0,1.0,,
4090,363944,16360,0.009619027408355605,1.0,1.0,,,,,
4091,364012,16364,0.007469579427529389,1.0,1.0,,,,,
4092,364080,16368,0.00783833092494717,1.0,1.0,,,,,
4093,364148,16372,0.00800973166463649,1.0,1.0,,,,,
4094,364248,16376,0.005140523202149249,1.0,1.0,,,,,
4095,364348,16380,0.00975934764170423,1.0,1.0,,,,,
4096,364448,16384,0.005695025536329865,1.0,1.0,,,,,
4097,364516,16388,0.009351170355803972,1.0,1.0,0.005989406480515148,1.0,1.0,,
4098,364616,16392,0.005593115869078437,1.0,1.0,,,,,
4099,364684,16396,0.006689710288417885,1.0,1.0,,,,,
4100,364784,16400,0.004769078137195397,1.0,1.0,,,,,
4101,364852,16404,0.008306807137578857,1.0,1.0,,,,,
4102,364952,16408,0.006047982466625115,1.0,1.0,,,,,
4103,365020,16412,0.006664225919327364,1.0,1.0,,,,,
4104,365120,16416,0.005289080881972837,1.0,1.0,,,,,
4105,365188,16420,0.010705274328878751,1.0,1.0,0.006187822517635765,1.0,1.0,,
4106,365288,16424,0.005115960757177493,1.0,1.0,,,,,
4107,365388,16428,0.005567463625629898,1.0,1.0,,,,,
4108,365488,16432,0.005369755957809634,1.0,1.0,,,,,
4109,365588,16436,0.005163565455272212,1.0,1.0,,,,,
4110,365656,16440,0.009713844640248725,1.0,1.0,,,,,
4111,365756,16444,0.006702036164145326,1.0,1.0,,,,,
4112,365824,16448,0.007156070846708147,1.0,1.0,,,,,
4113,365892,16452,0.00886311315900276,1.0,1.0,0.008455061531527228,1.0,1.0,,
4114,365960,16456,0.008225503740432315,1.0,1.0,,,,,
4115,366060,16460,0.005830938854927273,1.0,1.0,,,,,
4116,366160,16464,0.007793740500570531,1.0,1.0,,,,,
4117,366228,16468,0.008526408138618252,1.0,1.0,,,,,
4118,366328,16472,0.007884038514585872,1.0,1.0,,,,,
4119,366396,16476,0.006879290590922409,1.0,1.0,,,,,
4120,366496,16480,0.005596799552537325,1.0,1.0,,,,,
4121,366596,16484,0.0071578362988850355,1.0,1.0,0.007841216542985308,1.0,1.0,,
4122,366664,16488,0.007600480554106354,1.0,1.0,,,,,
4123,366732,16492,0.009070963413309539,1.0,1.0,,,,,
4124,366832,16496,0.006921453700138876,1.0,1.0,,,,,
4125,366900,16500,0.00845296084470192,1.0,1.0,,,,,
4126,367000,16504,0.005487221625899039,1.0,1.0,,,,,
4127,367068,16508,0.006714897229261681,1.0,1.0,,,,,
4128,367136,16512,0.009387205659208746,1.0,1.0,,,,,
4129,367204,16516,0.006488163847190655,1.0,1.0,0.006839981796449024,1.0,1.0,,
4130,367272,16520,0.007746349656616758,1.0,1.0,,,,,
4131,367340,16524,0.006338743960048135,1.0,1.0,,,,,
4132,367440,16528,0.006378150483947233,1.0,1.0,,,,,
4133,367540,16532,0.004332133172766556,1.0,1.0,,,,,
4134,367608,16536,0.008497394638684028,1.0,1.0,,,,,
4135,367708,16540,0.006229024531407012,1.0,1.0,,,,,
4136,367808,16544,0.006563857608295649,1.0,1.0,,,,,
4137,367876,16548,0.00883989762912158,1.0,1.0,0.006299756062004037,1.0,1.0,,
4138,367976,16552,0.006188263059458876,1.0,1.0,,,,,
4139,368076,16556,0.004922462931828732,1.0,1.0,,,,,
4140,368144,16560,0.00904122177897932,1.0,1.0,,,,,
4141,368212,16564,0.009018189948498652,1.0,1.0,,,,,
4142,368280,16568,0.00796491903398575,1.0,1.0,,,,,
4143,368348,16572,0.00871416171758945,1.0,1.0,,,,,
4144,368448,16576,0.0072732371489306995,1.0,1.0,,,,,
4145,368516,16580,0.007789256198849692,1.0,1.0,0.012443552108908733,1.0,1.0,,
4146,368584,16584,0.008970829890367044,1.0,1.0,,,,,
4147,368684,16588,0.007424747212091939,1.0,1.0,,,,,
4148,368784,16592,0.007625273998989569,1.0,1.0,,,,,
4149,368884,16596,0.005361301913407459,1.0,1.0,,,,,
4150,368952,16600,0.007839241797018772,1.0,1.0,,,,,
4151,369020,16604,0.008587647537694067,1.0,1.0,,,,,
4152,369088,16608,0.006889243939254256,1.0,1.0,,,,,
4153,369156,16612,0.007062615201468995,1.0,1.0,0.01106134273656707,1.0,1.0,,
4154,369256,16616,0.010001086705390303,1.0,1.0,,,,,
4155,369356,16620,0.006674297047376546,1.0,1.0,,,,,
4156,369424,16624,0.009268644144305753,1.0,1.0,,,,,
4157,369492,16628,0.008033864313399022,1.0,1.0,,,,,
4158,369560,16632,0.006728274154982473,1.0,1.0,,,,,
4159,369660,16636,0.004998046458845569,1.0,1.0,,,,,
4160,369760,16640,0.00706936016418221,1.0,1.0,,,,,
4161,369828,16644,0.008008911087817837,1.0,1.0,0.008602583778584432,1.0,1.0,,
4162,369928,16648,0.00443753608478526,1.0,1.0,,,,,
4163,369996,16652,0.009599959102492547,1.0,1.0,,,,,
4164,370096,16656,0.0045762217769862445,1.0,1.0,,,,,
4165,370164,16660,0.00796243595179405,1.0,1.0,,,,,
4166,370264,16664,0.0055399125103126785,1.0,1.0,,,,,
4167,370364,16668,0.005023239349829016,1.0,1.0,,,,,
4168,370464,16672,0.00614453718812148,1.0,1.0,,,,,
4169,370564,16676,0.0063503803800145425,1.0,1.0,0.0073236253013453725,1.0,1.0,,
4170,370664,16680,0.007128861207449166,1.0,1.0,,,,,
4171,370764,16684,0.007154834769080576,1.0,1.0,,,,,
4172,370864,16688,0.007912224307212555,1.0,1.0,,,,,
4173,370932,16692,0.008930008050048174,1.0,1.0,,,,,
4174,371032,16696,0.007114762969632551,1.0,1.0,,,,,
4175,371100,16700,0.007887450754469399,1.0,1.0,,,,,
4176,371200,16704,0.006921896221066628,1.0,1.0,,,,,
4177,371268,16708,0.006242131163346017,1.0,1.0,0.008326592568861101,1.0,1.0,,
4178,371336,16712,0.010422998596855424,1.0,1.0,,,,,
4179,371436,16716,0.005870738430998206,1.0,1.0,,,,,
4180,371536,16720,0.004401698951454401,1.0,1.0,,,,,
4181,371636,16724,0.006028104906702462,1.0,1.0,,,,,
4182,371736,16728,0.004654683734634754,1.0,1.0,,,,,
4183,371836,16732,0.008603875959802755,1.0,1.0,,,,,
4184,371936,16736,0.00811271612182613,1.0,1.0,,,,,
4185,372036,16740,0.006888179592591068,1.0,1.0,0.00768944005572891,1.0,1.0,,
4186,372136,16744,0.005602047036727905,1.0,1.0,,,,,
4187,372236,16748,0.00709791204877045,1.0,1.0,,,,,
4188,372336,16752,0.008545660073947754,1.0,1.0,,,,,
4189,372436,16756,0.005816149628612662,1.0,1.0,,,,,
4190,372536,16760,0.007002172487438496,1.0,1.0,,,,,
4191,372604,16764,0.012185157254419892,1.0,1.0,,,,,
4192,372704,16768,0.005671213476546199,1.0,1.0,,,,,
4193,372804,16772,0.00541840767308012,1.0,1.0,0.008120711367644447,1.0,1.0,,
4194,372904,16776,0.005989965352021709,1.0,1.0,,,,,
4195,372972,16780,0.011137645115935582,1.0,1.0,,,,,
4196,373072,16784,0.005897204556176424,1.0,1.0,,,,,
4197,373172,16788,0.006983436704824442,1.0,1.0,,,,,
4198,373272,16792,0.006853333207561387,1.0,1.0,,,,,
4199,373372,16796,0.006990104312918651,1.0,1.0,,,,,
4200,373472,16800,0.005795881276449393,1.0,1.0,,,,,
4201,373540,16804,0.008490775360716468,1.0,1.0,0.007105055009117935,1.0,1.0,,
4202,373640,16808,0.0072113356673147175,1.0,1.0,,,,,
4203,373708,16812,0.007686017080393413,1.0,1.0,,,,,
4204,373808,16816,0.0061876258502044845,1.0,1.0,,,,,
4205,373908,16820,0.004659912213786916,1.0,1.0,,,,,
4206,374008,16824,0.0061008362106737,1.0,1.0,,,,,
4207,374076,16828,0.007979641857245241,1.0,1.0,,,,,
4208,374176,16832,0.004956233332136625,1.0,1.0,,,,,
4209,374244,16836,0.007400354350870656,1.0,1.0,0.007647813541782612,1.0,1.0,,
4210,374312,16840,0.009007135780607918,1.0,1.0,,,,,
4211,374412,16844,0.006687224055149273,1.0,1.0,,,,,
4212,374512,16848,0.006049331450563407,1.0,1.0,,,,,
4213,374612,16852,0.004774847785262466,1.0,1.0,,,,,
4214,374680,16856,0.007208316728581395,1.0,1.0,,,,,
4215,374748,16860,0.009510981871184505,1.0,1.0,,,,,
4216,374848,16864,0.006630931999902146,1.0,1.0,,,,,
4217,374948,16868,0.007757941848946406,1.0,1.0,0.010493633261900257,1.0,1.0,,
4218,375048,16872,0.0073775759843230536,1.0,1.0,,,,,
4219,375116,16876,0.007348026828805132,1.0,1.0,,,,,
4220,375216,16880,0.005844206138827795,1.0,1.0,,,,,
4221,375284,16884,0.008217602695757761,1.0,1.0,,,,,
4222,375352,16888,0.010116627012870937,1.0,1.0,,,,,
4223,375452,16892,0.007513762898539464,1.0,1.0,,,,,
4224,375552,16896,0.005820314098759952,1.0,1.0,,,,,
4225,375652,16900,0.005110875474834509,1.0,1.0,0.008336037400334817,1.0,1.0,,
4226,375752,16904,0.004589270204881189,1.0,1.0,,,,,
4227,375852,16908,0.006663389115130394,1.0,1.0,,,,,
4228,375920,16912,0.008989226102503951,1.0,1.0,,,,,
4229,376020,16916,0.005969418466222389,1.0,1.0,,,,,
4230,376088,16920,0.009153129448408919,1.0,1.0,,,,,
4231,376188,16924,0.004988277129435233,1.0,1.0,,,,,
4232,376288,16928,0.0062802024010717135,1.0,1.0,,,,,
4233,376356,16932,0.007687224756588335,1.0,1.0,0.007827192487035148,1.0,1.0,,
4234,376456,16936,0.006419029590655516,1.0,1.0,,,,,
4235,376524,16940,0.00701997033179282,1.0,1.0,,,,,
4236,376592,16944,0.011688949791805214,1.0,1.0,,,,,
4237,376692,16948,0.007609452204018321,1.0,1.0,,,,,
4238,376792,16952,0.00545680654091766,1.0,1.0,,,,,
4239,376860,16956,0.00934356620767602,1.0,1.0,,,,,
4240,376928,16960,0.01015390916597397,1.0,1.0,,,,,
4241,376996,16964,0.007069279900268413,1.0,1.0,0.006927493518662545,1.0,1.0,,
4242,377096,16968,0.00856506061453293,1.0,1.0,,,,,
4243,377196,16972,0.006656041594814893,1.0,1.0,,,,,
4244,377328,16976,0.00648249770882341,1.0,1.0,,,,,
4245,377428,16980,0.0074029723652958524,1.0,1.0,,,,,
4246,377528,16984,0.007278810375684657,1.0,1.0,,,,,
4247,377628,16988,0.007788263396021573,1.0,1.0,,,,,
4248,377728,16992,0.007279842260455212,1.0,1.0,,,,,
4249,377828,16996,0.006762390873126378,1.0,1.0,0.007451026850309291,1.0,1.0,,
4250,377928,17000,0.005855376387129828,1.0,1.0,,,,,
4251,377996,17004,0.007508871988188694,1.0,1.0,,,,,
4252,378096,17008,0.007258695257533816,1.0,1.0,,,,,
4253,378228,17012,0.005452661987017073,1.0,1.0,,,,,
4254,378328,17016,0.006988930462361698,1.0,1.0,,,,,
4255,378396,17020,0.009025980776997216,1.0,1.0,,,,,
4256,378496,17024,0.00628694994141308,1.0,1.0,,,,,
4257,378564,17028,0.006755730563320128,1.0,1.0,0.007019464990362963,1.0,1.0,,
4258,378632,17032,0.007519251505950707,1.0,1.0,,,,,
4259,378732,17036,0.005919872824729093,1.0,1.0,,,,,
4260,378832,17040,0.007153370887718513,1.0,1.0,,,,,
4261,378932,17044,0.0050629655613664915,1.0,1.0,,,,,
4262,379000,17048,0.008663816873217841,1.0,1.0,,,,,
4263,379100,17052,0.005413068870401976,1.0,1.0,,,,,
4264,379200,17056,0.005900004401829334,1.0,1.0,,,,,
4265,379268,17060,0.009775220210812278,1.0,1.0,0.006868984829096831,1.0,1.0,,
4266,379368,17064,0.006288398620857359,1.0,1.0,,,,,
4267,379468,17068,0.006044592598174651,1.0,1.0,,,,,
4268,379536,17072,0.007501456864771115,1.0,1.0,,,,,
4269,379636,17076,0.006703768219255248,1.0,1.0,,,,,
4270,379704,17080,0.008004331426468204,1.0,1.0,,,,,
4271,379772,17084,0.009768879090952396,1.0,1.0,,,,,
4272,379872,17088,0.005323843475695943,1.0,1.0,,,,,
4273,379972,17092,0.006422189497726726,1.0,1.0,0.006672039782876879,1.0,1.0,,
4274,380040,17096,0.009685690403941863,1.0,1.0,,,,,
4275,380140,17100,0.00933941042716204,1.0,1.0,,,,,
4276,380208,17104,0.0075066005135003885,1.0,1.0,,,,,
4277,380276,17108,0.008808380444144887,1.0,1.0,,,,,
4278,380376,17112,0.006787544722109733,1.0,1.0,,,,,
4279,380508,17116,0.005958960825863785,1.0,1.0,,,,,
4280,380608,17120,0.005211176899683209,1.0,1.0,,,,,
4281,380708,17124,0.005609831049062184,1.0,1.0,0.008204775637912078,1.0,1.0,,
4282,380808,17128,0.006744137068271361,1.0,1.0,,,,,
4283,380908,17132,0.006017519101430178,1.0,1.0,,,,,
4284,381040,17136,0.005232446067110921,1.0,1.0,,,,,
4285,381140,17140,0.006690893645634428,1.0,1.0,,,,,
4286,381240,17144,0.007744031368923623,1.0,1.0,,,,,
4287,381340,17148,0.0081506416317589,1.0,1.0,,,,,
4288,381440,17152,0.004137277190593901,1.0,1.0,,,,,
4289,381540,17156,0.006744630037763471,1.0,1.0,0.009462264834684254,1.0,1.0,,
4290,381640,17160,0.0066717047410660285,1.0,1.0,,,,,
4291,381740,17164,0.00551526629045289,1.0,1.0,,,,,
4292,381808,17168,0.007701872860514883,1.0,1.0,,,,,
4293,381908,17172,0.006168452384617353,1.0,1.0,,,,,
4294,381976,17176,0.008357759824168481,1.0,1.0,,,,,
4295,382076,17180,0.005555590750047846,1.0,1.0,,,,,
4296,382144,17184,0.01006852794200867,1.0,1.0,,,,,
4297,382212,17188,0.009135226155975147,1.0,1.0,0.006604938281924148,1.0,1.0,,
4298,382280,17192,0.00906792659447394,1.0,1.0,,,,,
4299,382348,17196,0.005966971319683765,1.0,1.0,,,,,
4300,382416,17200,0.009485711368782573,1.0,1.0,,,,,
4301,382516,17204,0.005544811882225342,1.0,1.0,,,,,
4302,382584,17208,0.007112003768969828,1.0,1.0,,,,,
4303,382684,17212,0.0072549292154278746,1.0,1.0,,,,,
4304,382752,17216,0.006916773026264665,1.0,1.0,,,,,
4305,382852,17220,0.0069649525220984755,1.0,1.0,0.00942737522465677,1.0,1.0,,
4306,382952,17224,0.007382470021533128,1.0,1.0,,,,,
4307,383020,17228,0.009598521671583172,1.0,1.0,,,,,
4308,383088,17232,0.008723124973552458,1.0,1.0,,,,,
4309,383188,17236,0.006109615301962492,1.0,1.0,,,,,
4310,383288,17240,0.005275752989819817,1.0,1.0,,,,,
4311,383356,17244,0.006844158980473196,1.0,1.0,,,,,
4312,383456,17248,0.008322567990059088,1.0,1.0,,,,,
4313,383556,17252,0.00742506448956096,1.0,1.0,0.008613462040936356,1.0,1.0,,
4314,383656,17256,0.008175690621020618,1.0,1.0,,,,,
4315,383724,17260,0.008144381310790792,1.0,1.0,,,,,
4316,383792,17264,0.006951313270971014,1.0,1.0,,,,,
4317,383892,17268,0.006565561953577041,1.0,1.0,,,,,
4318,383992,17272,0.005885740362765144,1.0,1.0,,,,,
4319,384060,17276,0.007381766529232311,1.0,1.0,,,,,
4320,384128,17280,0.006975234129999137,1.0,1.0,,,,,
4321,384196,17284,0.007241496841503051,1.0,1.0,0.006806242668128491,1.0,1.0,,
4322,384296,17288,0.005275306438843378,1.0,1.0,,,,,
4323,384396,17292,0.0070428486850005355,1.0,1.0,,,,,
4324,384496,17296,0.0060212731713753,1.0,1.0,,,,,
4325,384596,17300,0.00783432624877861,1.0,1.0,,,,,
4326,384664,17304,0.009109842915562041,1.0,1.0,,,,,
4327,384732,17308,0.007966906175687214,1.0,1.0,,,,,
4328,384832,17312,0.005467100162420499,1.0,1.0,,,,,
4329,384932,17316,0.005474573681272404,1.0,1.0,0.007241230846214677,1.0,1.0,,
4330,385032,17320,0.008169853117298375,1.0,1.0,,,,,
4331,385132,17324,0.00656866067586856,1.0,1.0,,,,,
4332,385232,17328,0.005020125681339008,1.0,1.0,,,,,
4333,385332,17332,0.0073045026280244485,1.0,1.0,,,,,
4334,385400,17336,0.008182014141050473,1.0,1.0,,,,,
4335,385468,17340,0.007152693192937285,1.0,1.0,,,,,
4336,385568,17344,0.007615094141331962,1.0,1.0,,,,,
4337,385668,17348,0.006142340750945057,1.0,1.0,0.007100820324456124,1.0,1.0,,
4338,385736,17352,0.006517471388748533,1.0,1.0,,,,,
4339,385804,17356,0.008408204203968664,1.0,1.0,,,,,
4340,385872,17360,0.007843458044798838,1.0,1.0,,,,,
4341,385940,17364,0.005908992784271164,1.0,1.0,,,,,
4342,386008,17368,0.010203704960658372,1.0,1.0,,,,,
4343,386076,17372,0.005948607017542002,1.0,1.0,,,,,
4344,386144,17376,0.006234908201679446,1.0,1.0,,,,,
4345,386212,17380,0.007778150937914745,1.0,1.0,0.008344525474459914,1.0,1.0,,
4346,386312,17384,0.008282822197901255,1.0,1.0,,,,,
4347,386412,17388,0.0071509021015335366,1.0,1.0,,,,,
4348,386512,17392,0.007534540017738418,1.0,1.0,,,,,
4349,386580,17396,0.008925350060236783,1.0,1.0,,,,,
4350,386648,17400,0.007284791014872668,1.0,1.0,,,,,
4351,386748,17404,0.005950085225338172,1.0,1.0,,,,,
4352,386816,17408,0.006455212002497105,1.0,1.0,,,,,
4353,386884,17412,0.012582707947200903,1.0,1.0,0.005976976400909706,1.0,1.0,,
4354,386952,17416,0.007839484074315237,1.0,1.0,,,,,
4355,387020,17420,0.009010585078197339,1.0,1.0,,,,,
4356,387120,17424,0.007403793123104314,1.0,1.0,,,,,
4357,387220,17428,0.007699626584699075,1.0,1.0,,,,,
4358,387288,17432,0.0057545841249339,1.0,1.0,,,,,
4359,387388,17436,0.005052654619600455,1.0,1.0,,,,,
4360,387456,17440,0.010836392709607026,1.0,1.0,,,,,
4361,387556,17444,0.005397652125416906,1.0,1.0,0.0070560798007902655,1.0,1.0,,
4362,387656,17448,0.007218427846334711,1.0,1.0,,,,,
4363,387756,17452,0.006099772693755813,1.0,1.0,,,,,
4364,387856,17456,0.00877317951167638,1.0,1.0,,,,,
4365,387924,17460,0.009198867376571513,1.0,1.0,,,,,
4366,388024,17464,0.006133237260933649,1.0,1.0,,,,,
4367,388124,17468,0.004746246887777754,1.0,1.0,,,,,
4368,388192,17472,0.007583044342712012,1.0,1.0,,,,,
4369,388260,17476,0.00680901971210858,1.0,1.0,0.009332724556339541,1.0,1.0,1.0,0.9999999999999989
4370,388328,17480,0.0073211428781286255,1.0,1.0,,,,,
4371,388396,17484,0.008469847761788643,1.0,1.0,,,,,
4372,388496,17488,0.004507923359004829,1.0,1.0,,,,,
4373,388628,17492,0.005744195666684427,1.0,1.0,,,,,
4374,388696,17496,0.008869309905302459,1.0,1.0,,,,,
4375,388764,17500,0.007196506626411868,1.0,1.0,,,,,
4376,388864,17504,0.0058161867712197566,1.0,1.0,,,,,
4377,388964,17508,0.006261880419755763,1.0,1.0,0.00644922536647261,1.0,1.0,,
4378,389064,17512,0.004457794283298901,1.0,1.0,,,,,
4379,389164,17516,0.006441547324591851,1.0,1.0,,,,,
4380,389232,17520,0.007007527382053525,1.0,1.0,,,,,
4381,389300,17524,0.009348488985847395,1.0,1.0,,,,,
4382,389400,17528,0.005266355591313831,1.0,1.0,,,,,
4383,389468,17532,0.009503991649829544,1.0,1.0,,,,,
4384,389536,17536,0.006757789310888355,1.0,1.0,,,,,
4385,389636,17540,0.005822259643598476,1.0,1.0,0.006262358376417107,1.0,1.0,,
4386,389736,17544,0.0054926315240518405,1.0,1.0,,,,,
4387,389836,17548,0.005204198762611678,1.0,1.0,,,,,
4388,389904,17552,0.005750806127508881,1.0,1.0,,,,,
4389,390036,17556,0.004674476973361764,1.0,1.0,,,,,
4390,390136,17560,0.00452331575345672,1.0,1.0,,,,,
4391,390236,17564,0.0034805178152318684,1.0,1.0,,,,,
4392,390336,17568,0.004530784134982895,1.0,1.0,,,,,
4393,390436,17572,0.005949878831586919,1.0,1.0,0.006709207637533154,1.0,1.0,,
4394,390504,17576,0.006716228442900344,1.0,1.0,,,,,
4395,390572,17580,0.008794331595966296,1.0,1.0,,,,,
4396,390672,17584,0.006474198084607277,1.0,1.0,,,,,
4397,390772,17588,0.0047213877933437,1.0,1.0,,,,,
4398,390904,17592,0.005699784840794316,1.0,1.0,,,,,
4399,391004,17596,0.007242863564353618,1.0,1.0,,,,,
4400,391072,17600,0.006333987798100154,1.0,1.0,,,,,
4401,391140,17604,0.008149157734506307,1.0,1.0,0.008769056966157223,1.0,1.0,,
4402,391240,17608,0.005414928146689964,1.0,1.0,,,,,
4403,391308,17612,0.008304842974398773,1.0,1.0,,,,,
4404,391408,17616,0.004704500105221073,1.0,1.0,,,,,
4405,391476,17620,0.006018565621110526,1.0,1.0,,,,,
4406,391576,17624,0.0039666917639291435,1.0,1.0,,,,,
4407,391676,17628,0.005353643039166845,1.0,1.0,,,,,
4408,391776,17632,0.004877468597381688,1.0,1.0,,,,,
4409,391844,17636,0.006208513595242309,1.0,1.0,0.010436486694137048,1.0,1.0,,
4410,391944,17640,0.0047000686977259915,1.0,1.0,,,,,
4411,392044,17644,0.0042087170506303565,1.0,1.0,,,,,
4412,392144,17648,0.004033747103709971,1.0,1.0,,,,,
4413,392212,17652,0.006736034819239301,1.0,1.0,,,,,
4414,392280,17656,0.007650283343401013,1.0,1.0,,,,,
4415,392380,17660,0.004797437655564778,1.0,1.0,,,,,
4416,392480,17664,0.005815405729624224,1.0,1.0,,,,,
4417,392580,17668,0.006787580016391695,1.0,1.0,0.014043859038634966,1.0,1.0,,
4418,392648,17672,0.008151434897503477,1.0,1.0,,,,,
4419,392748,17676,0.0055799438647579904,1.0,1.0,,,,,
4420,392880,17680,0.005689603038975725,1.0,1.0,,,,,
4421,392980,17684,0.00687931436474282,1.0,1.0,,,,,
4422,393080,17688,0.005369370747387709,1.0,1.0,,,,,
4423,393180,17692,0.004924924159949242,1.0,1.0,,,,,
4424,393248,17696,0.007249153368244804,1.0,1.0,,,,,
4425,393380,17700,0.0043788974936564175,1.0,1.0,0.008376882096586514,1.0,1.0,,
4426,393480,17704,0.0047924818488802624,1.0,1.0,,,,,
4427,393548,17708,0.007062291202231138,1.0,1.0,,,,,
4428,393648,17712,0.0050952269172641,1.0,1.0,,,,,
4429,393748,17716,0.004143934287100801,1.0,1.0,,,,,
4430,393816,17720,0.009925381099062566,1.0,1.0,,,,,
4431,393916,17724,0.0050959912756583965,1.0,1.0,,,,,
4432,394016,17728,0.004980369088118739,1.0,1.0,,,,,
4433,394116,17732,0.004609738989641604,1.0,1.0,0.006408402233027459,1.0,1.0,,
4434,394216,17736,0.0044199624348053605,1.0,1.0,,,,,
4435,394316,17740,0.006186609388826081,1.0,1.0,,,,,
4436,394384,17744,0.006982511906599314,1.0,1.0,,,,,
4437,394484,17748,0.00560872760788442,1.0,1.0,,,,,
4438,394552,17752,0.005930278096333552,1.0,1.0,,,,,
4439,394652,17756,0.0056207133773670745,1.0,1.0,,,,,
4440,394720,17760,0.006930457697942485,1.0,1.0,,,,,
4441,394788,17764,0.007441778831354232,1.0,1.0,0.007866216445938648,1.0,1.0,,
4442,394888,17768,0.005233369875225277,1.0,1.0,,,,,
4443,394988,17772,0.005216515522697852,1.0,1.0,,,,,
4444,395088,17776,0.0061061122608526835,1.0,1.0,,,,,
4445,395156,17780,0.005616621783834433,1.0,1.0,,,,,
4446,395256,17784,0.006199062543532866,1.0,1.0,,,,,
4447,395356,17788,0.006356046695891825,1.0,1.0,,,,,
4448,395456,17792,0.005980746778199789,1.0,1.0,,,,,
4449,395556,17796,0.006260782028719554,1.0,1.0,0.005854344930762742,1.0,1.0,,
4450,395624,17800,0.007464911265002385,1.0,1.0,,,,,
4451,395724,17804,0.004600083569189717,1.0,1.0,,,,,
4452,395824,17808,0.006623634010233179,1.0,1.0,,,,,
4453,395892,17812,0.0074243885572067205,1.0,1.0,,,,,
4454,395992,17816,0.006925923602113925,1.0,1.0,,,,,
4455,396060,17820,0.007932131384362365,1.0,1.0,,,,,
4456,396128,17824,0.007191635878825872,1.0,1.0,,,,,
4457,396228,17828,0.005793997749415567,1.0,1.0,0.0096378365683794,1.0,1.0,,
4458,396296,17832,0.00871066619135931,1.0,1.0,,,,,
4459,396396,17836,0.006719449422659143,1.0,1.0,,,,,
4460,396496,17840,0.005450171609085431,1.0,1.0,,,,,
4461,396596,17844,0.007316027043988291,1.0,1.0,,,,,
4462,396664,17848,0.008205520442833602,1.0,1.0,,,,,
4463,396732,17852,0.007821823096213302,1.0,1.0,,,,,
4464,396832,17856,0.005062471826467932,1.0,1.0,,,,,
4465,396932,17860,0.005698278615585761,1.0,1.0,0.007671595457712996,1.0,1.0,,
4466,397032,17864,0.005545275395091001,1.0,1.0,,,,,
4467,397100,17868,0.008371994849334001,1.0,1.0,,,,,
4468,397200,17872,0.006123293766551043,1.0,1.0,,,,,
4469,397300,17876,0.004801675598638725,1.0,1.0,,,,,
4470,397400,17880,0.005965649005041391,1.0,1.0,,,,,
4471,397500,17884,0.004841317775720503,1.0,1.0,,,,,
4472,397600,17888,0.004667023084250038,1.0,1.0,,,,,
4473,397700,17892,0.005965722415784758,1.0,1.0,0.007448812918976025,1.0,1.0,,
4474,397768,17896,0.007743878211819571,1.0,1.0,,,,,
4475,397868,17900,0.004484253948600964,1.0,1.0,,,,,
4476,397936,17904,0.007085828502437453,1.0,1.0,,,,,
4477,398036,17908,0.00488775439702844,1.0,1.0,,,,,
4478,398136,17912,0.005109123155514795,1.0,1.0,,,,,
4479,398236,17916,0.00773853153026683,1.0,1.0,,,,,
4480,398336,17920,0.0069636735231577455,1.0,1.0,,,,,
4481,398404,17924,0.007593742896466792,1.0,1.0,0.008173690661111977,1.0,1.0,,
4482,398504,17928,0.006563555215525697,1.0,1.0,,,,,
4483,398604,17932,0.004092673623856438,1.0,1.0,,,,,
4484,398704,17936,0.005377100122871427,1.0,1.0,,,,,
4485,398804,17940,0.0049149079481635265,1.0,1.0,,,,,
4486,398872,17944,0.0086756193689191,1.0,1.0,,,,,
4487,398940,17948,0.006889387170978872,1.0,1.0,,,,,
4488,399040,17952,0.004830270605049567,1.0,1.0,,,,,
4489,399140,17956,0.004356845660938926,1.0,1.0,0.00790046478438029,1.0,1.0,,
4490,399240,17960,0.004637179687981312,1.0,1.0,,,,,
4491,399308,17964,0.0053429819556145485,1.0,1.0,,,,,
4492,399376,17968,0.006689371728939708,1.0,1.0,,,,,
4493,399444,17972,0.005705565440875696,1.0,1.0,,,,,
4494,399544,17976,0.004847764710548196,1.0,1.0,,,,,
4495,399644,17980,0.004873905871325968,1.0,1.0,,,,,
4496,399744,17984,0.005303988494336144,1.0,1.0,,,,,
4497,399844,17988,0.005996661100791888,1.0,1.0,0.006586609519039542,1.0,1.0,,
4498,399944,17992,0.005065338444988707,1.0,1.0,,,,,
4499,400044,17996,0.006694050494927665,1.0,1.0,,,,,
4500,400112,18000,0.008817137582793216,1.0,1.0,,,,,
4501,400212,18004,0.004398440016317408,1.0,1.0,,,,,
4502,400280,18008,0.009052855424764167,1.0,1.0,,,,,
4503,400348,18012,0.006314561609574235,1.0,1.0,,,,,
4504,400448,18016,0.005364757732048371,1.0,1.0,,,,,
4505,400548,18020,0.006241021515731877,1.0,1.0,0.0076896936543835535,1.0,1.0,,
4506,400648,18024,0.005872991385799318,1.0,1.0,,,,,
4507,400716,18028,0.005777793305493866,1.0,1.0,,,,,
4508,400816,18032,0.004428223681859577,1.0,1.0,,,,,
4509,400884,18036,0.006111853713335007,1.0,1.0,,,,,
